business_name,old_website,new_website,match_type
Bermont Gold Wealth Advisory of Raymond James,,http://www.bermontadvisorygroup.com/,phone
Berkshire Hathaway HomeServices EWM Realty,https://emmag.ewm.com,http://www.ewm.com/,name
Best Western Plus Miami Intl Airport Hotel & Suites Coral Gables,http://www.babyfurnitureplus.net/,https://www.bestwestern.com/en_US/book/hotel-rooms.10384.html?iata=00171880&ssob=BLBWI0004G&cid=BLBWI0004G:google:gmb:10384,phone
Beyond Upholstery,,https://1beyondupholstery.com/,phone
Benihana,,https://www.benihana.com/locations/coral-gables/?utm_source=google&utm_medium=organic&utm_campaign=gbp,name
Bilingual Cooperative Preschool,,http://www.bilingualcoop.org/about_us4.php,name
beyome,https://www.beyome.com,https://www.beycome.com/,phone
BIX Tech,,https://www.bixtech.ai/,phone
Black & Veatch,,http://www.bv.com/,phone
Blackbird Ordinary,,https://blackbirdordinary.store/,phone
Bk Wine Depot Corp.,https://branches.bitcoindepot.com/nj/ramsey/bitcoin-atm/9000753197?utm_source=google&utm_medium=local&utm_campaign=google-local,http://www.bkwinedepot.com/,phone
Blackmore Consulting,https://blackmoreconsulting.com,http://blackmore.consulting/,phone
Blink Charging Station,,http://www.blinkcharging.com/,phone
blank design + architecture,,https://www.architectureisblank.com/,phone
Blondebarber Barbershop - Coral Gables,,http://blondebarbershop.co/,phone
Bloom Sooner,,http://www.bloomsooner.com/,phone
Blue Daisy Media | Media Buying Agency in Miami,,https://bluedaisymedia.com/,phone
Blue Sky Food by the Pound,,https://www.facebook.com/profile.php?id=100068833700757&fref=ts,name
"BND Engineers, Inc.",,http://www.bndengineers.com/,phone
Bodega Bar Coral Gables,,https://www.bodegataqueria.com/,phone
Body & Brain Yoga Tai Chi,,http://www.bodynbrain.com/Miami/,phone
Bolado Clothiers,,http://www.boladoclothiers.com/,phone
BOMA MiamiDade,https://bomamiamidade.org,http://www.bomaflorida.org/,name
Book Horizons,,http://www.bookhorizons.com/,phone
Borbolla Insurance Agencies Inc: Allstate Insurance,,https://agents.allstate.com/borbolla-insurance-agencies-inc-coral-gables-fl.html?utm_source=GMB&utm_medium=Website,phone
Bowes Dermatology is now officially Riverchase Dermatology Miami,http://thenandnowestatesales.com/,https://www.bowesdermatology.com/?utm_source=google&utm_medium=organic&utm_campaign=BD_GMB_Miami&utm_id=01,phone
Bounds Law Offices,https://bounds.law,http://www.boundslawoffices.com/,phone
Bouchon Bistro,,https://www.thomaskeller.com/coral-gables-florida/bouchon-bistro,name
BPA Accounting Services Inc,https://www.exectaxservices.com/,http://bpaaccounting.com/,phone
BRANDI'S,,https://biltmorehotel.com/coral-gables-dining/brandis/,name
Brito Marketing | Advertising Agency | Agencia de Publicidad,,http://britomarketing.com/,phone
Brijbag Bernhard DO,,http://drbrijbag.com/,phone
Brooklyn Gifts and Collectibles,,https://brooklyngiftsandcollectibles.com/,phone
Burger King,https://www.bk.com/store-locator/store/restaurant_1236?gclid=Cj0KCQjw08aYBhDlARIsAA_gb0eNvvF0pepvSGY7OETJA9Hhg5eyK0Xeo6DSWTsoz4C9k9mObrS637gaAkqeEALw_wcB,https://burgerking.com/store-locator/store/71,name
Brito Miami Private School,,https://www.britomiamipanthers.com/,name
Business Lawyer Miami - Cueto Law Group,https://www.smorganlaw.com/,https://cuetolawgroup.com/,phone
BY L’AIMÉ NEW YORK,,https://bylaime.com/,phone
Caffe Abbracci,,http://www.caffeabbracci.com/,name
Burton Hersh Architects,,http://burtonhersh.com/,phone
Callejo Law,,https://www.callejolaw.net/?utm_source=gmb&utm_medium=organic&utm_content=listing&utm_campaign=local,phone
Butter Moon Bakehouse,,https://www.buttermoonstore.com/,phone
Camilla  Shops at Merrick Park,https://camilla.com.au,https://www.camilla.com/,phone
Camila's Patisserie,,https://www.camilaspatisserie.com/,name
Campins Fine Art,,https://www.campinsfineart.com/,phone
CALIX TIRES INC,,http://calixtires.com/,phone
Candle Land Miami Coral Gables,,http://www.candlelandmiami.com/,phone
Capsexpress International,https://capsexpressinternational.com,https://ce-intl.com/,name
"Cardozo Engineering, Inc.",,http://www.cardozo-eng.com/,phone
Cardenas Pharmacy,https://www.hcafloridahealthcare.com/locations/mercy-hospital/for-patients/retail-pharmacy,https://www.mygnp.com/pharmacies/cardenas-pharmacy-miami-fl-33134/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=1076365,phone
Carmania of Coral Gables,,https://www.carmaniacoralgables.com/,phone
CartyArchitecture,,http://cartyarchitecture.com/,phone
CarWash,,https://elcarwash.com/fl/car-wash-in-coral-gables/,name+zip
Casa Valencia,,http://www.casavalenciagables.com/,phone
Casa Vinyasa Miami,,http://casavinyasamiami.com/,phone
Carrollton School of the Sacred Heart,http://lhboxing.com/,http://www.carrollton.org/,name
Castillo de Oro Jewelry,https://www.savagejewelrylab.com/,http://www.castillodeorojewelers.com/,phone
Casa Maria,,http://www.casamariaonline.com/,phone
CB2,,https://www.cb2.com/stores/south-beach/str56?utm_source=gmb&utm_medium=organic_search,name
Cava,https://cavamia.com/,https://www.cavamiami.com/,phone
Casa Neos,https://casaneos.com,https://www.casa-neos.com/,name
Cebada Rooftop,,http://cebadarooftop.com/,name
Cba,,https://www.cbamiamius.com/,name
Center for Social Change,,http://www.4socialchange.org/,phone
Carollo Engineers,,https://carollo.com/locations/miami-dade/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing&utm_content=miami,phone
Central Christian Church (CCC Gables),,https://www.cccgables.org/,phone
Century Homebuilders Group,,https://www.centuryhomebuilders.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing,phone
Central Perk Wine and Spirits,,http://centralperkwinenyc.com/,phone
Cepero Eyecare Center,,http://miamieyeexam.com/,phone
"Chapel of the Venerable Bede, Episcopal Church Center at University of Miami",,http://www.umchapel.org/,phone
Charles Schwab,,https://www.schwab.com/branches/coral-gables?branch_id=1029&utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=1029,phone
Central Christian Church - Food Distribution Center,,http://www.cccgables.org/,phone
Chemistry Cultura,,https://chemistrycultura.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing&utm_content=cultura-fl,phone
Chef Sucre Café,,https://sucre-cafe.com/,phone
"CFS Coffee For The Soul, Coral Gables",,https://www.cfscoffee.com/,phone
China Cabinets,,https://www.china-cabinet.com/,phone
Chop Steakhouse & Bar,,https://www.chopsteakhouse.com/,phone
Christy's,,http://www.christysrestaurant.com/,name
Church of the Little Flower,,http://cotlf.org/,phone
Chico's,,https://www.chicos.com/locations/us/fl/coral-gables/350-san-lorenzo-ave/,phone
City National Bank,,https://www.citynational.com/,phone
Citrin Cooperman,,https://www.citrincooperman.com/,name
"Ciegate Technologies 💻 Managed It Services Miami, FL",,https://ciegate.com/,phone
City of South Miami City Hall,https://www.miamigov.com/,https://www.southmiamifl.gov/,name+zip
clever alice,,http://cleveralice.com/,name
CMR Construction Group,,https://www.cmrconstructiongroup.com/,phone
Classic Vantage Spa & Wellness,,https://classicvantagespa.com/,phone
Coconut Grove Cares,,https://coconutgrovecares.org/,phone
Clementine's Wine Gourmet,,http://www.clementineswinegourmet.com/,phone
clubX fitness - Coral Gables,,http://www.clubxmiami.com/,phone
CocoWalk,https://www.cocowalk.net/,https://www.cocowalk.com/,phone
Coldwell Banker Realty,https://klockparkergroup.com,https://www.coldwellbankerhomes.com/fl/coral-gables/office/coral-gables/oid_820/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=FL_Coral_Gables,name
Coldwell Banker Coral Gables,https://coldwellbanker.com,https://www.coldwellbankerhomes.com/fl/coral-gables/office/coral-gables/oid_820/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=FL_Coral_Gables,phone
Community Coalition Inc,,http://www.communitycoalition.info/,phone
CompassMSP,,https://compassmsp.com/locations/miami/,phone
Compass Real Estate,https://teamcitronmiami.com,http://www.compass.com/,name
Concierge Medical Services,,https://www.housemed.co/,phone
Construction VOSS,,https://www.constructionvoss.com/,phone
Colour Parlor,,https://www.colourparlormiami.com/,phone
Consulate General of Peru,http://www.consulado.pe/es/Miami,https://www.gob.pe/consulado-del-peru-en-miami,phone
Colmar Construction Corp,,https://colmar-construction.com/,phone
CONNECT Engineering,,http://www.connecteng.us/,phone
Cool It Air Conditioning Repair,,https://coolitairconditioning.com/locations/top-rated-ac-repair-services-coral-gables-fl/,phone
COPD Foundation,,http://www.copdfoundation.org/,phone
Cool Treasures Antiques & Collectibles,,http://www.cooltreasuresantiques.com/,phone
CORA Physical Therapy Coral Gables,,https://www.coraphysicaltherapy.com/location/coral-gables-florida/?utm_source=google_business_profile&utm_medium=organic&utm_campaign=local_listings&utm_content=corahealth32,phone
Coral Gables - Alex Brown-Raymond James,,https://www.alexbrown.com/coralgables,phone
Coral Gables Baptist Church,,https://www.coralgablesbaptist.org/,phone
Coral Gables Car Accident Lawyer Group,http://caraccident.the-company-lawyer.com/coral-gables-fl,https://accidentlawgrouppa.com/,name
Coral Gables Congregational United Church of Christ,,http://www.gablesucc.org/,phone
Coral Gables Dermatology & Aesthetics,,https://coralgablesdermatology.com/,phone
Coral Gables High School,https://cghs.dade.k12.fl.us,http://www.coralgablescavaliers.org/,phone
Coral Gables Eye Care,https://coralgableseyecare.com,https://clarineyecare.com/coral-gables-eye-doctor/,phone
Coral Gables Hospital,https://www.coralgableshospital.com/,https://www.coralgableshospital.org/,name
Coral Gables Physical Therapy,https://coralgablespt.com,https://www.pinecrestpt.com/,phone
Coral Gallery,https://bernicesteinbaum.gallery/,http://coralcontemporaryart.com/,phone
"Coral Gables, FL Private Wealth Management",,https://pwmcg.com/,name
Coral Reef Plumbing,,https://coralreefplumbing.com/,phone
Coral Terrace Elementary School,,http://cte.dadeschools.net/,name
Coral Way Disc Center,,https://coralwaydisccenter.com/,phone
Coral Way Chiropractic Center,,https://coralwaychiropracticcenter.com/,phone
CorEvents Inc.,https://corevents.com,http://www.cor-events.com/,name
Cork and Barrel Wine and Spirits,,http://corkandbarrelnyc.com/,phone
CorpoSchema Pilates & Rehab,,http://www.corposchema.com/,phone
Corwil Architects Inc,,http://www.corwilarchitects.com/,phone
Costazul Peruvian Cuisine,https://costazulmiami.com/,https://mymenuweb.com/us/restaurants/1243554/?utm_source=google_profile&utm_medium=google_profile&utm_campaign=admin,phone
Countach Inc.,,https://countachpaintandbody.com/,phone
"Cornish Hernandez Gonzalez, PLLC",http://lungdoctors.com/,http://www.chglawyers.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing,phone
Coyo Taco,https://coyotaco.com/coralgables,https://www.coyo-taco.com/restaurants/south-miami,name
Cozy Salazar Interiors,,http://www.cozysalazar.com/,phone
CoverDad,,https://linktr.ee/getcoverdad,phone
CPS Electric Inc,,http://cpselectricgroup.com/,phone
CRAFT Coconut Grove,,https://craftmiami.us/,phone
Crown Wine & Spirits,,https://crownwineandspirits.com/,phone
Crystal Academy Therapy Center & School  Autism & Developmental Delays,https://crystalacademycg.org,https://crystalacademy.org/,phone
Cucina Fresca,,https://dineoncampus.com/miami/locations/cucina-fresca,name
Cuban Museum,https://coralgablesmuseum.org/,http://thecuban.org/,phone
Cueto Engineering,,http://www.cuetoengineering.com/,phone
Cummins Cederberg - Coastal & Marine Engineering,,http://www.cumminscederberg.com/,phone
Crema Gourmet,,https://www.cremagourmet.com/,phone
Cutting Edge Innovative,,https://www.cuttingedgeinnovative.com/,phone
CYBS,,https://www.cybsconsulting.com/,phone
CR Beauty Studio LLC,,https://crbeauty-studio.com/,phone
D & M Nails,https://www.drlisareiss.com/,https://dmnails.com/,phone
Cynthia Golomb,,https://www.skinassociatesfl.com/cynthia-golomb-md/,phone
Daily Flows Movement Studio,,http://dailyflowstudio.com/,phone
"David Hernandez, C.P.A., P.A.",,http://www.dhernandezcpa.com/,phone
"Dawson & Associates, CPA",,http://www.flacpa.com/,phone
"Dadeland Dermatology Group: David Rodriguez, MD",http://www.lolysoptical.com/,https://www.davidderm.com/?utm_source=gmb_auth,phone
"DC Financial Services, LLC",https://2ndchancecredit.net,https://dcfinservices.com/,phone
Daniel's Miami,,https://www.danielssteak.com/miami/,phone
Delia Izquierdo Insurance Agency Inc,https://deliaizquierdoinsuranceagency.com,http://www.deliaizquierdoinsurance.com/,phone
Delights of Beirut,,https://www.delightsofbeirut.com/,phone
David Plummer & Associates Inc,,https://www.dplummer.com/,phone
Derma Era Holistic Med Spa,https://dermaleraspa.com,https://dermalera.zoca.com/?utm_source=googlemaps&utm_medium=googlemapsprofile&utm_campaign=website_link,phone
Derm360-Merrick Park,https://godoghq.com/research-triangle-park-intro-offer/,https://www.toplinemd.com/derm-360/,phone
DERMATOLOGO Children's Skin Center,,http://www.childrensskincenter.com/,phone
Design Resource Center,https://designresourcecentersf.com,http://myvdrc.com/,name
Deel Volkswagen Coral Gables,,http://www.deelvolkswagen.com/,phone
Diamond Banc,,https://www.diamondbanc.com/fl/miami/,phone
Digestive Medicine Associates,,http://www.digestivemed.com/,phone
Delancey Wine,,http://delanceywine.com/,phone
Dixie Auto Service Inc,,https://dixieautoservice.com/,phone
DLE Lawyers | Abogados De Accidentes Miami,http://kaplantriallawyers.com/,https://www.dlelawyers.com/,phone
Doctors Independent Medical,,http://dimeimmigration.com/,phone
Dollar Tree,https://www.dollartree.com/locations/fl/miami/5029/,https://locations.dollartree.com/fl/miami/3301-coral-way-103?utm_source=google&utm_medium=organic&utm_campaign=maps,phone
"Donet, McMillan & Trontz, P.A.",,https://www.dmtlaw.com/,phone
DoubleDay Engineering,,http://www.doubledayengineering.com/,phone
Domino's,https://pizza.dominos.com/florida/coral-gables/5877-ponce-de-leon-blvd,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,phone
Dr. Alysa Herman,http://www.bodyworkchiro.com/,https://www.dralysaherman.com/?utm_source=google&utm_medium=local&utm_campaign=coralgables-drherman-website,phone
Dr. Frank Don,http://www.mymedicalproviders.com/,https://fadcenter.com/about-us/our-doctors/frank-don-do/,phone
"Dr. Francisco A. Kerdel, MD",,https://fadcenter.com/about-us/our-doctors/francisco-kerdel-md/,phone
Dr. Jose G. Lampreabe,,https://www.msmc.com/doctor/jose-g-lampreabe/,phone
Dr. Karen Martinez - Zen Smiles,,http://www.zensmilesmiami.com/,phone
Dr. TJ Giuffrida,,https://miamidermcenter.com/?y_source=1_MjQzMjc3NzktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,phone
"Dr. Rube J. Pardo, MD",,https://rymap.org/business/dr-rube-j-pardo-md-24xg67,phone
"Dr. Martin Grossman, DC - Coral Gables Chiropractic Centre",,https://www.drmartingrossman.com/,phone
DSN HOUSE COLLECTIVE - Miami Creative Agency,,https://www.dsnhousecollective.com/,phone
Durban Segnini Gallery,,http://www.durbansegnini.com/,phone
Dynamica Architecture,,http://www.dynamica8.com/,phone
Eastshore Architects,,http://www.eastshore.net/,phone
East Coast Properties & Commercial Real Estate,https://www.acehardware.com/store-details/18010,https://eastcoastcre.com/,phone
"Dr. William Moyal, DC, CCSP - Coral Way Chiropractic Center",,https://coralwaychiropracticcenter.com/,phone
Eastside Cellars,,https://eastsidecellars.com/,phone
Eating House Miami,,http://www.eatinghousemiami.com/,phone
Eating House,,http://www.eatinghousemiami.com/,name
ECR Engineering,,http://ecreng.com/,phone
Edelman Financial Engines,,https://www.edelmanfinancialengines.com/location.fl.Miami-Coral-Gables/?utm_medium=organic&utm_source=google&utm_campaign=gmb-listing&utm_content=yext,name
El Brazo Fuerte Bakery,,http://ebfbakery.com/,phone
Elaine King,,https://elaineking.com/,phone
Electric Sun Tanning Salons,,http://www.electricsunsalons.com/,phone
Elekron Electric Inc,,http://www.elekronelectric.com/,phone
Elevate Miami Church,,http://www.elevatemiamichurch.com/,phone
Elf,,https://www.elf.agency/,phone
Element Miami International Airport,https://elementhotels.marriott.com,https://www.marriott.com/en-us/hotels/miael-element-miami-international-airport/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,phone
Elia At Sebastian's Cafe,https://newmanalumnicenter.miami.edu/about-2/sebastians-cafe/,https://newman-alumni-center.com/about-2/sebastians-cafe/,name
Electrik Pros,,https://www.electrikpros.com/,phone
El Atlacatl,https://elatlacatlmiami.com/,https://elatlacatl.com/,phone
Engipartners,,http://www.engipartners.com/,phone
Empowered Living Chiropractic,,http://www.elchiropractic.com/,phone
Entrepidus,,http://entrepidus.com/,phone
Epiphany School,,http://www.ecsmiami.org/,name+zip
Equinox Bryant Park,,https://www.equinox.com/clubs/new-york/midtown/bryantpark?cid=gmb,phone
Equinox Rockefeller Center,,https://www.equinox.com/clubs/new-york/midtown/rockefeller,phone
Equitable Advisors,https://southflorida.equitableadvisors.com,https://www.equitablesouthflorida.com/,phone
Esri,,https://www.esri.com/en-us/home,phone
European Auto Service Center,,https://autorepaircoralgables.com/,phone
EVgo Charging Station,,https://www.evgo.com/find-a-charger/fl/coralgables/405-biltmore-way-87505/,phone
Evolution Salon & Spa,,https://monchomoreno.us/,phone
Exit9 Gift Emporium,,https://www.shopexit9.com/,phone
Exxon,https://www.exxon.com/en/find-station/200316004,https://www.exxonmobilfuels.com/en/find-gas-station/200319806,name
Evensky & Katz / Foldes Financial Wealth Management,https://evenskykatz.com,http://www.evensky.com/,phone
EZ Miami Plumbing Service Repair & Emergency,,https://www.miamifloridaplumbing.com/,name
Fab's Construction & Remodeling,,https://fabsremodeling.com/,phone
Fairlawn Elementary School,http://www.dadeschools.net/schools/schoolinformation/school_details.asp?id=1801,http://fairlawn.dadeschools.net/,name
FecundFig,,http://fecundfig.com/,phone
Ferco Motors,,http://www.fercomotors.com/,phone
EZ General Contractor LLC,,http://ez-gc.com/,phone
