business_id,business_name,phone,website,address,neighborhood_area,category_primary,rating_primary_value,chamber_member,website_verified
ac_hotel_miami_dadeland,AC Hotel Miami Dadeland,(305) 668-4490,https://www.marriott.com/en-us/hotels/miacd-ac-hotel-miami-dadeland/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,"7695 N Kendall Dr, Miami, FL 33156",Coral Gables,hospitality,4.4,Y,verified
academy_for_community_education,Academy for Community Education,,http://ace.dadeschools.net/,,Ponce de Leon Corridor,education,,N,verified
academy_of_arts_and_minds_school,Academy of Arts and Minds School,,,,Douglas Road Corridor,education,,N,
accounting_to_scale,Accounting to Scale,(305) 503-2814,http://www.accountingtoscale.com/,"8055 Coral Wy, Miami, FL 33155",Coral Gables,accounting,5,Y,verified
accountorcaccountingbookkeepingandtaxexperts,Accountor CPA Accounting Bookkeeping and Tax Experts,(888) 437-9540,https://accountor.cpa/near-me/florida-fl/accounting-and-bookkeeping-in-miami-gardens-fl.html?utm_source=google&utm_medium=organic&utm_campaign=google_my_business_usa_fl_miami_gardens,,Coral Gables,accounting,5.0,N,verified
ace_hardware,Ace Hardware,(305) 284-1123,http://www.acehardware.com/store-details/15975?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=15975,5749 Southwest 40th Street,Bird Road Corridor,retail,4.3,N,verified
acentria,Acentria,(904) 465-0227,https://acentria.com,,Coral Gables,financial_services,,Y,unverified
actioncoach_team_sage,ActionCOACH Team Sage,(305) 285-9264,http://actioncoachteamsage.com/,"2544 Swanson Ave, Coconut Grove, FL 33133",Coral Gables,consulting,4.7,Y,verified
activate_swag,Activate Swag,(800) 214-3408,http://activateswag.com/,"4302 SW 73rd Ave Suite 2, Miami, FL 33155",Coral Gables,marketing,4.6,Y,verified
actors_playhouse_at_the_miracle_theatre,Actors' Playhouse at the Miracle Theatre,(305) 444-9293,http://www.actorsplayhouse.org/,280 Miracle Mile,miracle mile,accounting,4.7,Y,verified
actually_organized,Actually Organized,(917) 863-7530,http://www.actuallyorganized.net/,,Coral Gables,personal_services,5,Y,verified
admerconstructiongroup,Admer Construction Group,(305) 697-5970,https://www.admerconstruction.com/?utm_campaign=gmb,,Coral Gables,construction,4.8,N,verified
adriana_hoyos,ADRIANA HOYOS,(305) 794-5525,http://www.adrianahoyos.com/,"2725 Salzedo St, Coral Gables, FL 33134",Coral Gables,retail,3.8,Y,verified
advance_auto_parts,Advance Auto Parts,(305) 448-1466,https://stores.advanceautoparts.com/fl/coral-gables/4380-sw-8th-st?utm_medium=local&utm_source=yext-gmb&utm_content=gmb-2016-12-29&utm_campaign=aap,6520 Southwest 8th Street,Bird Road Corridor,auto_dealer,4.5,N,verified
advanced_automation_programming,Advanced Automation Programming,(305) 902-1651,http://www.aapmiami.com/,"401 Miracle Mile suite 100, Coral Gables, FL 33134",Coral Gables,professional_services,5,Y,verified
advancedphysicaltherapyspecialists,Advanced Physical Therapy Specialists,(305) 433-1172,http://www.advancedpts.com/,,Sunset / South Gables,healthcare,5.0,N,verified
aflac,Aflac,(786) 606-2811,https://www.aflac.com/agents/marco_erazo.aspx,,Coral Gables,insurance,,Y,unverified
afrasensemassagetherapy,Afrasense Massage Therapy,(754) 265-9198,https://www.afrasense.com/,,Coral Gables,wellness,4.9,N,verified
agrealtybrokers,AG REALTY BROKERS,(954) 995-0344,http://www.agrealtybrokersfl.com/,,Ponce de Leon Corridor,real_estate,5.0,N,verified
agave_holdings,Agave Holdings,(305) 723-9898,https://www.maizyagave.com/,"375 Miracle Mile, Miami, FL 33134, United States",Ponce de Leon Corridor,real_estate,4.7,N,verified
agave_plaza_trustee_llc,"Agave Plaza Trustee, LLC",(305) 858-1890,https://agaveholdingsllc.com,"2811 Ponce de Leon Blvd, Coral Gables, FL 33134",Coral Gables,real_estate,3.9,Y,unverified
ai_digital,AI Digital,(347) 782-2545,https://aidigital.com,"2525 Ponce De Leon Blvd., Suite 250 Coral Gables, Miami, FL 33134",Coral Gables,technology,,Y,unverified
airlab_fitness,Airlab Fitness,(917) 863-4822,https://airlabfitness.com/coral-gables/,"35 Alhambra Plz, Coral Gables, FL 33134",Coral Gables,wellness,5,Y,verified
airlabfitnesscoralgables,AIRLAB Fitness Coral Gables,(305) 396-8548,https://airlabfitness.com/coral-gables/,,Ponce de Leon Corridor,wellness,5.0,N,verified
airports,Airports,(305) 876-7000,https://www.miami-airport.com/,"2100 NW 42nd Ave, Miami, FL 33142",Coral Gables,transportation,3.9,Y,verified
ajp_ventures_corp,AJP Ventures Corp.,(305) 448-2330,,"2990 Ponce de Leon, Coral Gables, FL 33134, United States",Coral Gables,financial_services,5,Y,
akashi_japanese_restaurant,Akashi Japanese Restaurant,(305) 529-9954,http://akashisushi.com/,3444 Main Hwy,Douglas Road Corridor,food_beverage,4.3,N,verified
alamir,Al-Amir,(786) 603-9400,,6420 Southwest 40th Street,Bird Road Corridor,food_beverage,4.6,N,
albany_homes_construction_inc,Albany Homes Construction Inc.,(786) 271-7192,http://www.albanyhomes.us/,"500 S Dixie Hwy, Coral Gables, FL 33146",Coral Gables,construction,3.9,Y,verified
albite_law_group_pa,Albite Law Group PA,(305) 985-3740,http://www.psscpas.com/,6547 Southwest 24th Street,Coral Gables,legal,4.8,N,verified
alcazarplaza,Alcazar Plaza,,https://www.coralgables.com/departments/CommunityRecreation/,,Alhambra Circle,retail,4.0,N,verified
alchemyhairlab,Alchemy Hair Lab,(305) 204-6476,http://www.alchemyhairlabmiami.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing&utm_content=website_button,,Alhambra Circle,personal_services,4.9,N,verified
aldi,Aldi,(855) 955-2534,https://info.aldi.us/stores/l/fl/miami/3750-s-dixie-hwy/fa44,3750 South Dixie Highway,Bird Road Corridor,retail,4.3,N,verified
alegro_music_center,Alegro Music Center,(305) 740-9400,https://blantonsupplies.com/,"6869 SW 8th St, Miami, FL 33144",Coral Gables,arts_culture,4.6,N,verified
aleidamartinezfamilydaycarecenter,Aleida Martinez Family Day Care Center,,,,Coral Gables,education,,N,
alexallelectric,Alex All Electric,(786) 362-9679,https://electricianformiami.com/,,Coral Gables,construction,4.9,N,verified
alexexpressautoreir,Alex Express Auto Repair,(786) 443-5409,http://www.alexexpressautorepair.com/,,Douglas Road Corridor,auto_dealer,4.9,N,verified
alexandersteclefinancialadvisor,Alexander S. Tecle - Financial Advisor,(754) 335-7500,http://ztpwm.com/,,Ponce de Leon Corridor,financial_services,5.0,N,verified
alfredoaizaguirre,"Alfredo A. Izaguirre, P.A.",(305) 442-0425,https://www.izaguirrelaw.com/?utm_campaign=gmb,,Alhambra Circle,legal,5.0,N,verified
algo_law_firm,Algo Law Firm,(305) 723-1876,https://www.algofirm.com/,"815 Ponce de Leon Blvd suite 101, Coral Gables, FL 33134",Coral Gables,legal,4.3,Y,verified
alhambra_station_cafe,Alhambra Station Cafe,(305) 441-2676,https://www.toasttab.com/alhambrastationcafe/v3,"255 Alhambra Cir #170, Coral Gables, FL 33134",Coral Gables,food_beverage,4.4,Y,verified
alianza_strategies,Alianza Strategies,(786) 897-2680,http://www.alianzalawfirm.com/contact.html,"2100 Coral Wy, Coral Gables, FL 33145",Coral Gables,consulting,5,Y,unverified
alice_bravo_assoc_llc,"Alice Bravo & Assoc., LLC",(305) 458-7541,https://alicebravo.com,"2525 Ponce de Leon Blvd Ste 300, Coral Gables, FL 33134",Coral Gables,professional_services,,Y,unverified
all_atlantic_benefits,All Atlantic Benefits,(305) 978-3051,https://www.allatlanticbenefits.com/,"200 S Park Rd Suite 475, Hollywood, FL 33021",Coral Gables,financial_services,,Y,verified
all_my_sons_moving_storage_of_miami_llc,"All My Sons Moving & Storage of Miami, LLC",(305) 787-3335,https://www.allmysons.com/miami/index.aspx?utm_source=GMBlisting&utm_medium=organic&phone=305-363-1655,"111 NE 1st St 8th Floor #1004, Miami, FL 33132",Coral Gables,personal_services,3.8,Y,verified
allcanes,allCanes,(305) 661-9011,http://www.allcanes.com/,5831 Ponce de Leon Boulevard,Coral Gables,retail,4.7,N,verified
allen_dyer_doppelt_gilchrist_pa,"Allen Dyer Doppelt + Gilchrist, P.A",(305) 374-8303,https://allendyer.com/,"121 Alhambra Plz Suite 1250, Coral Gables, FL 33134",Coral Gables,legal,1,Y,verified
allen_morris_company,Allen Morris Company,(305) 443-1000,http://www.allenmorris.com/,"121 Alhambra Plz #1600, Coral Gables, FL 33134",Coral Gables,real_estate,5,N,verified
alliantinsuranceservices,Alliant Insurance Services Inc,(212) 344-2444,https://alliant.com/,"800 S Douglas, Coral Gables, FL",Coral Gables,insurance,,N,verified
allianztrade,AllianzTrade,(305) 753-2196,https://allianztrade.com,"10451 NW 117th Ave #101, Miami, FL 33178",Coral Gables,insurance,5,Y,unverified
alliednorthamericainsurancebrokerageoffl,Allied North America Insurance Brokerage Of FL LLC,(305) 629-3027,,"550 Biltmore Way, Penthouse 2, Coral Gables, FL",Coral Gables,insurance,2.6,N,
almaadvertisingagency,Alma Advertising Agency,(305) 428-0094,http://almaad.com/,,Bird Road Corridor,marketing,5.0,N,verified
almabellayoga,Alma Bella Yoga,(305) 282-5345,,,Coral Gables,wellness,5.0,N,
alo,ALO,(305) 351-4771,https://www.aloyoga.com/?utm_source=extnet&utm_medium=yext,,Bird Road Corridor,retail,3.8,N,verified
aloftcoralgables,Aloft Coral Gables,305-442-0372,https://www.marriott.com/en-us/hotels/miacl-aloft-coral-gables/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,,downtown coral gables,hospitality,4.3,Y,verified
aloft_miami_dadeland,Aloft Miami Dadeland,(786) 451-7023,https://www.marriott.com/en-us/hotels/miamd-aloft-miami-dadeland/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,"7600 N Kendall Dr, Miami, FL 33156",Coral Gables,real_estate,3.8,Y,verified
alpha_claims_consultants,Alpha Claims Consultants,(786) 496-2377,http://alphaclaimscorp.com/,"8362 Pines Blvd Suite 402, Pembroke Pines, FL 33024",Coral Gables,consulting,4.4,Y,verified
alpha_school_miami,Alpha School Miami,(305) 775-8626,https://alpha.school/miami/,,Coral Gables,education,,Y,verified
altotostadocoffeeroasters,Alto Tostado Coffee Roasters,(786) 907-4753,https://www.altotostado.com/,,Miracle Mile,food_beverage,5.0,N,verified
alzheimers_association,Alzheimers Association,(786) 847-7438,https://www.alz.org/,"2828 Coral Wy #103, Miami, FL 33145",Coral Gables,nonprofit,,Y,verified
aman_barber_shop,AMan Barber Shop,(305) 282-7081,https://www.a-manbarbershop.com/,"2 Aragon Ave Suite #33, Coral Gables, FL 33134",Coral Gables,personal_services,5.0,Y,verified
amauryjewelry,Amaury Jewelry,(305) 445-5242,https://amauryjewelry.com/,,Coral Gables,retail,4.6,N,verified
amc_sunset_place_24,AMC Sunset Place 24,(305) 740-8904,https://www.amctheatres.com/movie-theatres/miami-ft-lauderdale/amc-sunset-place-24?utm_medium=organic&utm_source=google&utm_campaign=local,5701 Sunset Drive,Sunset / South Gables,arts_culture,4.2,N,verified
amerant_bank,Amerant Bank,(305) 460-4024,https://www.amerantbank.com/branches/fl/coral-gables/220-alhambra-circle,"220 Alhambra Cir, Coral Gables, FL 33134",Coral Gables,banking,4,Y,verified
america_red_cross__south_florida,America Red Cross - South Florida,(305) 644-1200,https://www.redcross.org/local/florida/south-florida/about-us/locations/greater-miami-the-keys.html?CID=organic_gmb_listings,335 Southwest 27th Avenue,Douglas Road Corridor,professional_services,4.6,N,verified
american_airlines,American Airlines,(800) 433-7300,https://aa.com,"901 Ponce de Leon Blvd, Coral Gables, FL 33134",Coral Gables,transportation,4.2,Y,unverified
american_cancer_society,American Cancer Society,(305) 962-3797,https://www.cancer.org/,"9500 S Dadeland Blvd #710, Miami, FL 33156",Coral Gables,nonprofit,3,Y,verified
americanchildrensorchestras,American Children's Orchestras,(305) 285-2303,https://www.americanchildrensorchestras.org/,,Coral Gables,arts_culture,4.3,N,verified
american_heart_association,American Heart Association,(786) 304-3577,http://www.heart.org/,"2600 SW 3rd Ave STE 900, Miami, FL 33129",Coral Gables,nonprofit,5,Y,verified
american_legion_post_98,American Legion Post 98,(786) 897-7948,http://www.alpost98.org/,"303 Alhambra Cir, Coral Gables, FL 33134",Coral Gables,nonprofit,4.9,Y,verified
american_red_cross,American Red Cross,(786) 570-9793,https://www.redcross.org/local/florida/south-florida/about-us/locations/greater-miami-the-keys.html?CID=organic_gmb_listings,"335 SW 27th Ave, Miami, FL 33135",Coral Gables,nonprofit,4.6,Y,verified
american_transportation_limo,American Transportation & Limo,(754) 715-7756,https://americanlimofl.com/?utm_campaign=gmb,"3319 NW 74th Ave, Miami, FL 33122, United States",Coral Gables,accounting,4.9,Y,verified
americanakitchenatloews,Americana Kitchen At Loews,(786) 772-7600,https://www.americanakitchen.com/,"2950 Coconut Grove Dr, Coral Gables, FL 33134",Coral Gables,food_beverage,4.4,N,verified
amerifirstconstructioncgc1507077,Amerifirst Construction Corp - CGC # 1507077,(305) 306-1415,https://amerifirstconstruction.com/,,Ponce de Leon Corridor,construction,5.0,N,verified
amigogrio,Amigo Grill & Co,,http://amigogrillandco.com/,,Coral Gables,food_beverage,4.7,N,verified
amigostutoringcoralgables,Amigos Tutoring (Coral Gables),(305) 763-2913,http://amigostutoring.com/,,Coral Gables,education,5,N,verified
amorerestaurantandbar,Amore Restaurant and Bar,,https://thatsamorerestaurant.com/,,Coral Gables,food_beverage,4.7,N,verified
amscot,Amscot,(305) 714-9939,https://www.amscot.com/location/branch-224/3980-sw-8th-st-coral-gables-fl-33134?utm_source=GMB&utm_medium=organic&utm_content=branch224&utm_campaign=website_button,6788 Southwest 40th Street,Bird Road Corridor,banking,4.5,N,verified
ana_b_garcia_cpa,"Ana B. Garcia, CPA",(305) 336-2487,https://anabgarciacpa.com,"13640 N Kendall Dr Suite 1039, Miami, FL 33186",Coral Gables,accounting,5,Y,unverified
animalclinic843,Animal Clinic 8 & 43,(305) 442-0776,https://vcahospitals.com/south-dade?utm_source=maps&utm_medium=organic&utm_campaign=AU_1058,,Coral Gables,healthcare,4.7,N,unverified
animal_clinic_of_miamidade,Animal Clinic of Miami-Dade,(305) 262-8888,https://animalclinicofmiadade.com/,2134 Southwest 67th Avenue,Coral Gables,healthcare,4.5,N,verified
ann_taylor,Ann Taylor,(786) 340-2827,https://www.anntaylor.com/store/fl/coral-gables/358-san-lorenzo-avenue?y_source=1_MTY1NzM5OS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,"358 San Lorenzo Ave, Coral Gables, FL 33146, United States",Coral Gables,retail,4,Y,verified
anne_rezac_design,Anne Rezac Design,(224) 334-7411,https://annerezac.com,"2234 Coral Wy, Miami, FL 33145",Coral Gables,professional_services,4.8,Y,unverified
ansbacherlaw,Ansbacher Law,(305) 400-8009,https://www.ansbacher.net/,,Sunset / South Gables,legal,5.0,N,verified
anthemadvisors,Anthem Advisors,(305) 482-3002,http://www.cflgcpa.com/,,Coral Gables,financial_services,5.0,N,unverified
anthony_r_abraham_foundation,Anthony R. Abraham Foundation,(305) 665-2222,https://abrahamfoundation.com,"288 Aragon Ave Suite D, Coral Gables, FL 33134",Coral Gables,accounting,5,Y,unverified
anthropologie,Anthropologie,(305) 443-0021,https://www.anthropologie.com/stores/village-of-merrick-park-coral-gables?utm_medium=organic&utm_source=google&utm_campaign=local&utm_content=440,,Bird Road Corridor,retail,4.3,N,verified
antonioperezc,"Antonio Perez CPA, P.A.",(786) 478-7715,https://www.antoniocpa.com/,,Miracle Mile,accounting,5.0,N,verified
apexengineering,Apex Engineering,,http://www.thestructurals.com/,,Bird Road Corridor,professional_services,,N,verified
apizza_brooklyn,Apizza Brooklyn,(786) 216-7153,http://www.apizzabrooklyn.com/?utm_campaign=gmb,5755 Southwest 40th Street,Bird Road Corridor,food_beverage,4.4,N,verified
aps_security_group_inc,APS Security Group Inc.,(305) 591-8282,http://apsmiami.com/,"4679 SW 72nd Ave, Miami, FL 33155",Coral Gables,accounting,5,Y,verified
apti_american_physical_therapy_institute,APTI American Physical Therapy Institute,(305) 323-8653,,,Coral Gables,healthcare,,Y,
ara_gallery_cultural_center,Ara Gallery Cultural Center,(305) 446-5578,https://americascollection.com/,"4213 Ponce de Leon Blvd, Coral Gables, FL 33146",Coral Gables,arts_culture,4.9,N,verified
araneyeassociatescoralgables,Aran Eye Associates - Coral Gables,(305) 442-2020,http://www.araneye.com/,,Coral Gables,healthcare,4.3,N,verified
arbys,Arby's,(305) 265-2011,http://www.arbys.com/locations/us/fl/miami/6760-sw-8th-st/store-167?utm_source=google-my-business&utm_medium=organic&utm_campaign=website-link&y_source=1_MjAyMzUyNTAwMC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,6760 Southwest 8th Street,Coral Gables,food_beverage,4.3,N,verified
arcano_sabores_de_esencia_hispana,Arcano  Sabores de Esencia Hispana,(305) 530-8332,https://arcanomiami.com/?utm_source=google,"259 Giralda Ave, Coral Gables, FL 33134",Coral Gables,wellness,4.8,Y,verified
architectural_design_collaborative_inc,Architectural Design Collaborative Inc.,(305) 442-1188,http://www.adcinternational.net/,"235 Alcazar Ave, Coral Gables, FL 33134",Coral Gables,professional_services,5.0,Y,verified
archivist_cafe,Archivist Cafe,(305) 284-2715,https://dineoncampus.com/miami,"1300 Memorial Dr, Coral Gables, FL 33146",University of Miami Area,food_beverage,5,N,verified
arcoagentinsurance,Arco Agent Insurance Inc,(305) 582-2845,http://www.arcoagent.com/,"2000 Ponce de Leon Blvd Ste 515, Coral Gables, FL 33134",Coral Gables,insurance,3,N,verified
area_stage_company,Area Stage Company,(305) 666-2078,https://www.areastage.org/,"5701 Sunset Dr Suite 286, South Miami, FL 33143",Coral Gables,arts_culture,4.9,Y,verified
arhaus,Arhaus,(786) 228-7067,https://www.arhaus.com/pages/coral-gables-fl,,Bird Road Corridor,retail,3.8,N,verified
arias__abbass_your_attorneys,Arias & Abbass Your Attorneys,(786) 530-4357,https://talktomyattorneys.com/,4531 Ponce de Leon Blvd,Coral Gables,legal,5,N,verified
armandolaciosbarberstudiocoralgables,Armando Palacios Barber Studio - Coral Gables,(786) 469-1573,https://apbarberstudio.com/,,Douglas Road Corridor,personal_services,5.0,N,verified
armstrong_jazz_house,Armstrong Jazz House,(786) 382-3135,https://armstrongjazzhouse.com/,,Coral Gables,arts_culture,4.9,Y,verified
aromas_del_peru,Aromas del Peru,(786) 347-0506,https://aromasperu.com/aromasdelperuwmiami?utm_source=google,5757 Southwest 8th Street,Ponce de Leon Corridor,food_beverage,4.9,N,verified
arpeengineering,ARPE Engineering,(305) 444-9809,http://www.arpe-eng.com/,,Ponce de Leon Corridor,professional_services,5.0,N,verified
arrowheadnurseryandkindergarten,Arrowhead Nursery and Kindergarten,,http://www.arrowheadkinder.com/,,Coral Gables,education,,N,verified
arte_cucine,ARTE CUCINE,(305) 456-1372,https://artecucine.net/,"221 Miracle Mile, Coral Gables, FL 33134, United States",Coral Gables,retail,5,Y,verified
arteysafe,Arte y Pasión Cafe,(786) 542-9746,http://arteypasioncafe.com/,,Miracle Mile,food_beverage,4.8,N,verified
artefactocoralgables,Artefacto Coral Gables,(305) 774-0004,https://www.artefacto.com/,,Bird Road Corridor,retail,3.9,N,verified
arthur_j_gallagher,Arthur J. Gallagher,(786) 547-0816,https://ajg.com,"9155 S Dadeland Blvd Suite 1112, Miami, FL 33156",Coral Gables,insurance,,Y,unverified
arthur_murray_coral_gables_dance_studio,Arthur Murray Coral Gables Dance Studio,(305) 444-6136,https://arthur-murray.com/,"2916 Ponce de Leon Blvd, Coral Gables, FL 33134",Coral Gables,arts_culture,4.8,Y,verified
arthurmurraydancestudiocoralgables,Arthur Murray Dance Studio Coral Gables,(305) 444-6136,https://arthur-murray.com/,,Ponce de Leon Corridor,education,4.8,N,verified
arthur_murray_international_inc,Arthur Murray International Inc.,(305) 445-9645,https://www.arthurmurray.com/,"1077 Ponce de Leon Blvd, Coral Gables, FL 33134",Coral Gables,arts_culture,3.9,Y,verified
artigiano_inc,Artigiano Inc.,(305) 569-9970,https://www.artigianomiami.com/,"4212 Laguna St, Coral Gables, FL 33146",Coral Gables,other,4.9,Y,verified
artisanbeautystudioandartgallery,Artisan Beauty Studio and Art Gallery,(305) 444-0988,http://artisangallery.us/,,Ponce de Leon Corridor,personal_services,4.9,N,verified
artlabbcoralgables,ArtLabbé Coral Gables,,http://www.artlabbe.org/,,Miracle Mile,arts_culture,4.4,N,verified
arts_business_council_of_miami,Arts & Business Council of Miami,(305) 326-1011,https://artsbizmiami.org/,,Coral Gables,arts_culture,,Y,verified
arvani_group_llc,"Arvani Group, LLC",(305) 803-0313,http://arvanibwllc.com/contactus.htm,"147 Alhambra Cir #241, Coral Gables, FL 33134",Coral Gables,construction,1,Y,verified
arx_creative,ArX Creative,(305) 302-0111,https://arxcreative.com,"1805 Ponce de Leon Blvd, Coral Gables, FL 33134",Coral Gables,professional_services,4.3,Y,unverified
aryahotelandsuitescoconutgroveworldhotelsdisttive,"Arya Hotel and Suites Coconut Grove, WorldHotels Distinctive",(305) 529-2828,https://www.aryahotel.us/,,Douglas Road Corridor,hospitality,4.1,N,verified
asplumbingheatingcoralgables,AS Plumbing & Heating Coral Gables,(305) 686-4751,,,Bird Road Corridor,construction,5.0,N,
