business_name,phone,website,address,lat,lon,postcode,rating,review_count,category_raw,price,source
YouFit Gyms Coral Gables,+1 888-968-3481,,,25.7448393,-80.3104717,33155,4.1,,Fitness center,None,outscraper
LEGACY,+1 305-240-1096,,,25.7504584,-80.2555241,33134,4.7,,Gym,None,outscraper
BÜNDA Coral Gables,+1 305-200-3117,,,25.7505706,-80.255271,33134,4.5,,Gym,None,outscraper
Ghost Gym Miami,+1 786-922-0006,,,25.7499398,-80.2426156,33145,4.9,,Gym,None,outscraper
clubX fitness - Coral Gables,+1 305-667-3539,,,25.713918399999997,-80.2765288,33146,4.6,,Fitness center,None,outscraper
54D Coral Gables,+1 786-817-7008,,,25.732798799999998,-80.25874689999999,33146,4.6,,Gym,None,outscraper
F45 Training Coral Gables,+1 786-464-9919,,,25.7029976,-80.2907376,33143,4.9,,Fitness center,None,outscraper
TruFusion Coral Gables,+1 305-851-5252,,,25.7513094,-80.2611423,33134,4.6,,Yoga studio,None,outscraper
AIRLAB Fitness Coral Gables,+1 305-396-8548,,,25.7526427,-80.2553133,33134,5.0,,Fitness center,None,outscraper
54D STEEL Coral Gables,+1 786-817-7008,,,25.7326917,-80.25885579999999,33146,5.0,,Gym,None,outscraper
The Biltmore Hotel Fitness Center,+1 305-913-3102,,,25.740818599999997,-80.2784533,33134,4.3,,Fitness center,None,outscraper
Lamour spa fl,+1 305-992-0630,,,25.755814899999997,-80.2582951,33134,4.9,,Spa,None,outscraper
Pecan's Day Spa,+1 305-284-8636,,,25.748039499999997,-80.265258,33134,4.9,,Day spa,None,outscraper
The Biltmore Spa Miami,+1 305-913-3187,,,25.740872,-80.2786119,33134,3.9,,Spa,None,outscraper
Serenity Spa Coral Gables,+1 786-800-9595,,,25.747537899999998,-80.25830049999999,33134,4.9,,Massage spa,None,outscraper
Classic Vantage Spa & Wellness,+1 786-953-6491,,,25.7539126,-80.25970509999999,33134,4.9,,Day spa,None,outscraper
The Spa at Loews Coral Gables,+1 786-772-7715,,,25.744987,-80.257656,33134,4.5,,Day spa,None,outscraper
Mood Wellness Spa,+1 786-327-1713,,,25.749781799999997,-80.2603693,33134,4.2,,Spa,None,outscraper
Life Spa Coral Gables,+1 786-437-4424,,,25.7282835,-80.26002299999999,33133,4.8,,Spa and health club,None,outscraper
Afrasense Massage Therapy,+1 754-265-9198,,,25.744150899999998,-80.2602461,33134,4.9,,Massage spa,None,outscraper
Vali Spa Coral Gables,+1 786-292-6120,,,25.755382599999997,-80.2579899,33134,5.0,,Spa,None,outscraper
Spa Bar Miami,+1 305-812-3881,,,25.748632999999998,-80.26435099999999,33134,4.9,,Day spa,None,outscraper
Guapas Natural Spa,+1 786-516-1883,,,25.750481999999998,-80.25579719999999,33134,5.0,,Spa and health club,None,outscraper
Loly Spa Miami,+1 786-659-7859,,,25.7505715,-80.25588479999999,33134,5.0,,Day spa,None,outscraper
Lauren's Face the Day,+1 305-448-9400,,,25.7533027,-80.26257729999999,33134,5.0,,Day spa,None,outscraper
Toma Head Spa,+1 813-551-0306,,,25.7505715,-80.25588479999999,33134,4.9,,Spa,None,outscraper
Golden Asian Massage & Spa,+1 305-569-7188,,,25.7486371,-80.25473989999999,33134,4.6,,Massage spa,None,outscraper
Evolution Salon & Spa,+1 305-448-8222,,,25.751265399999998,-80.256112,33134,4.8,,Hair salon,None,outscraper
Le Petit Spa Corp. - Coral Gables,+1 786-801-1140,,,25.7506389,-80.25533519999999,33134,4.9,,Spa,None,outscraper
The Healing Balm Holistic Wellness Spa,+1 786-657-8698,,,25.744150899999998,-80.2602461,33134,4.8,,Massage therapist,None,outscraper
Avant-Garde Salon & Spa,+1 305-442-8136,,,25.7499675,-80.2578541,33134,4.9,,Beauty salon,None,outscraper
Facial Mania Med Spa - Coral Gables,+1 305-376-7261,,,25.734361399999997,-80.2610912,33146,4.7,,Medical spa,None,outscraper
Liks Beauty and Wellness Spa- Facial and Body Contouring,+1 954-505-0734,,,25.7471303,-80.2618949,33134,4.9,,Skin care clinic,None,outscraper
Plenitude MedSpa,+1 786-400-1615,,,25.750415399999998,-80.26148189999999,33134,5.0,,Medical spa,None,outscraper
Mint Wellness Center,+1 954-203-5361,,,25.749617999999998,-80.261828,33134,3.9,,Spa,None,outscraper
Models Dream Spa,+1 786-930-2023,,,25.750481999999998,-80.25579719999999,33134,5.0,,Day spa,None,outscraper
Yoga Joint Coral Gables,+1 786-334-5052,,,25.7526156,-80.25568539999999,33134,4.9,,Yoga studio,None,outscraper
Break Free Movement,+1 305-456-8234,,,25.7330383,-80.2582243,33146,4.8,,Yoga studio,None,outscraper
Daily Flows Movement Studio,+1 786-710-3059,,,25.750505399999998,-80.243794,33145,5.0,,Yoga studio,None,outscraper
Equinox Bryant Park,+1 212-299-0562,,,40.754686,-73.985472,10036,3.9,,Yoga studio,None,outscraper
Suvayoga,+1 305-338-7038,,,25.7518708,-80.2583432,33134,5.0,,Yoga studio,None,outscraper
TruFusion Coral Gables,+1 305-851-5252,,,25.7513094,-80.2611423,33134,4.6,,Yoga studio,None,outscraper
Equinox Greenwich Avenue,+1 212-620-0103,,,40.7375937,-74.0019133,10014,3.4,,Yoga studio,None,outscraper
Equinox Wall Street,+1 212-964-6688,,,40.707538299999996,-74.0109028,10005,3.6,,Yoga studio,None,outscraper
Equinox High Line,+1 212-367-0863,,,40.7438299,-74.00672469999999,10011,3.8,,Yoga studio,None,outscraper
Equinox Tribeca,+1 212-566-6555,,,40.7141211,-74.00985159999999,10007,3.4,,Yoga studio,None,outscraper
Equinox Gramercy,+1 212-320-9870,,,40.7405489,-73.9855549,10010,3.9,,Yoga studio,None,outscraper
Casa Vinyasa Miami,+1 786-238-7327,,,25.709183,-80.28236749999999,33146,4.9,,Yoga studio,None,outscraper
Body & Brain Yoga Tai Chi,+1 305-443-7617,,,25.7550267,-80.25865639999999,33134,4.8,,Yoga studio,None,outscraper
Lightrail Yoga,+1 786-294-1264,,,25.740793,-80.2586511,33134,5.0,,Yoga studio,None,outscraper
Equinox Rockefeller Center,+1 212-218-8600,,,40.7591792,-73.9780648,10111,4.3,,Yoga studio,None,outscraper
Alma Bella Yoga,+1 305-282-5345,,,25.7441553,-80.2602277,33134,5.0,,Yoga studio,None,outscraper
Body Hot Pilates,+1 786-542-3059,,,25.751308899999998,-80.2594835,33134,4.8,,Pilates studio,None,outscraper
Glow Pilates Reformer,+1 305-934-1154,,,25.7504234,-80.2615907,33134,4.8,,Pilates studio,None,outscraper
Flying with Air - Yoga & Dance,+1 917-674-5684,,,25.7570464,-80.25917679999999,33134,5.0,,Yoga studio,None,outscraper
Thrive Yoga Miami,None,,,25.6918445,-80.28514229999999,33143,4.8,,Yoga studio,None,outscraper
The Peacemaker,+1 813-786-5477,,,25.693528999999998,-80.3242686,33143,5.0,,Yoga studio,None,outscraper
Pilates Gaia,+1 786-899-0337,,,25.7476107,-80.2591569,33134,4.6,,Pilates studio,None,outscraper
TREMBLE,+1 833-873-6253,,,25.7330383,-80.2582243,33146,4.8,,Pilates studio,None,outscraper
Mat & Maternity,+1 786-309-5784,,,25.7499395,-80.2630013,33134,5.0,,Yoga studio,None,outscraper
Equinox Coral Gables,+1 786-497-8200,,,25.7318154,-80.2607785,33146,3.6,,Yoga studio,None,outscraper
Avant-Garde Salon & Spa,+1 305-442-8136,,,25.7499675,-80.2578541,33134,4.9,,Hair salon,None,outscraper
Conde Hair Salon,+1 786-789-2232,,,25.747722,-80.25473989999999,33134,4.9,,Hair salon,None,outscraper
Madison Reed Hair Color Bar Coral Gables,+1 305-487-8812,,,25.731928399999997,-80.2595853,33146,4.7,,Hair salon,None,outscraper
MG Hair Studios in Coral Gables. Best Hair Color Salon,+1 305-774-7151,,,25.748054999999997,-80.265025,33134,5.0,,Hair salon,None,outscraper
Sol & Style Hair and Beauty Salon,+1 786-767-1324,,,25.756158,-80.25861239999999,33134,4.8,,Hair salon,None,outscraper
Highlight Salon and Spa,+1 305-448-0707,,,25.753574999999998,-80.259006,33134,5.0,,Beauty salon,None,outscraper
Quuant Hair Salon,+1 305-460-0097,,,25.7468151,-80.2587796,33134,4.9,,Hair salon,None,outscraper
Bliss Beautique,+1 786-254-7844,,,25.7515681,-80.2584608,33134,4.9,,Hair salon,None,outscraper
La Bella Salon,+1 305-444-1412,,,25.749092899999997,-80.2553932,33134,4.8,,Hair salon,None,outscraper
Hair House,+1 305-607-4385,,,25.753316599999998,-80.26271559999999,33134,4.9,,Hair salon,None,outscraper
Henrrystylesalon,+1 305-447-8628,,,25.7632191,-80.2848817,33134,4.8,,Hair salon,None,outscraper
Avalon Salon,+1 305-445-2631,,,25.7489563,-80.25649539999999,33134,4.9,,Hair salon,None,outscraper
Bossa Hair Salon,+1 786-609-6836,,,25.7047459,-80.28522389999999,33143,4.9,,Beauty salon,None,outscraper
THE MANE GROUP SALON,+1 305-284-1095,,,25.7096289,-80.2817499,33146,4.9,,Hair salon,None,outscraper
Muse In the Gables,+1 305-446-9696,,,25.7584661,-80.2592975,33134,4.8,,Beauty salon,None,outscraper
Cosa bella beauty salon and spa,+1 305-444-0063,,,25.7631463,-80.26348329999999,33134,4.9,,Beauty salon,None,outscraper
Emiliano Breit Salon & Spa,+1 786-899-0923,,,25.7477958,-80.25840629999999,33134,4.9,,Hair salon,None,outscraper
Hair Color by Rosa,+1 786-463-2469,,,25.7505715,-80.25588479999999,33134,4.6,,Hair salon,None,outscraper
Portfolio Salon,+1 305-443-0101,,,25.7497813,-80.2603616,33134,4.8,,Hair salon,None,outscraper
Evolution Salon & Spa,+1 305-448-8222,,,25.751265399999998,-80.256112,33134,4.8,,Hair salon,None,outscraper
Artisan Beauty Studio and Art Gallery,+1 305-444-0988,,,25.756790199999998,-80.25867769999999,33134,4.9,,Hair salon,None,outscraper
Isabella Ladera Salón,+1 786-858-9098,,,25.7584624,-80.2587176,33134,4.8,,Beauty salon,None,outscraper
SUPERCUTS,+1 305-834-4943,,,25.7510175,-80.2584639,33134,4.6,,Hair salon,None,outscraper
Joncoiffure Hair Studio,+1 305-607-8942,,,25.748191199999997,-80.258845,33134,4.6,,Hair salon,None,outscraper
Salons by JC Coral Gables on Miracle Mile,+1 305-209-9384,,,25.750481999999998,-80.25579719999999,33134,4.9,,Beauty salon,None,outscraper
Nicest Barbers Barbershop,+1 786-203-7668,,,25.753941299999997,-80.25984009999999,33134,5.0,,Barber shop,None,outscraper
Miami Old School Barbershop - Coral Gables,+1 786-781-4819,,,25.7495713,-80.25553479999999,33134,4.9,,Barber shop,None,outscraper
Dundun’s - Barber Shop Coral Gables,+1 786-689-5516,,,25.748580699999998,-80.2543589,33145,5.0,,Barber shop,None,outscraper
Barber Studio M.I,+1 305-337-9335,,,25.7505715,-80.25588479999999,33134,5.0,,Barber shop,None,outscraper
The Well Groomed Gentleman - Barbershop,+1 786-353-2196,,,25.749372299999997,-80.257373,33134,4.7,,Barber shop,None,outscraper
ManCave for Men - The Plaza Coral Gables,+1 786-977-1977,,,25.7443076,-80.2581079,33134,4.9,,Barber shop,None,outscraper
The Spot Barbershop - Ponce,+1 786-592-5290,,,25.756900899999998,-80.2590551,33134,4.6,,Barber shop,None,outscraper
The Cut - Vip Barber Lounge,+1 305-209-6080,,,25.771527,-80.2618756,33134,5.0,,Barber shop,None,outscraper
Armando Palacios Barber Studio - Coral Gables,+1 786-469-1573,,,25.7504816,-80.23936359999999,33145,5.0,,Barber shop,None,outscraper
A-Man Barbershop,+1 305-282-7081,,,25.750481999999998,-80.25579719999999,33134,5.0,,Barber shop,None,outscraper
The Spot Barbershop - Merrick Park,+1 786-409-2748,,,25.733837599999998,-80.2605786,33146,4.7,,Barber shop,None,outscraper
Alchemy Hair Lab,+1 305-204-6476,,,25.7526394,-80.2611859,33134,4.9,,Barber shop,None,outscraper
Cesar Barbershop,+1 786-568-2241,,,25.771658799999997,-80.25656579999999,33134,4.9,,Barber shop,None,outscraper
Blondebarber Barbershop - Coral Gables,+1 786-501-0283,,,25.753702699999998,-80.2584529,33134,5.0,,Barber shop,None,outscraper
Home Base Barbershop,+1 305-476-9611,,,25.7649534,-80.2575501,33134,4.8,,Barber shop,None,outscraper
OPTIMUS BARBERSHOP,+1 305-606-6081,,,25.7507719,-80.23117769999999,33145,4.6,,Barber shop,None,outscraper
Prestigious Image Barbershop and Spa,+1 305-640-8775,,,25.755382599999997,-80.2579899,33134,4.8,,Barber shop,None,outscraper
Samicutz,+1 786-970-8623,,,25.755382599999997,-80.2579899,33134,4.8,,Barber shop,None,outscraper
The Men’s Room Barbershop,+1 305-815-5865,,,25.755373199999998,-80.25799289999999,33134,4.9,,Barber shop,None,outscraper
The Spot Barbershop - Coral Way,+1 786-592-5199,,,25.750450999999998,-80.2497308,33145,4.7,,Barber shop,None,outscraper
Masterpiece Barbers Barbershop,+1 786-760-1876,,,25.7505715,-80.25588479999999,33134,5.0,,Barber shop,None,outscraper
Upper Kutz LLC,+1 305-456-1872,,,25.712448,-80.2779102,33146,4.8,,Barber shop,None,outscraper
Grind Hard Barbershop,+1 786-506-9831,,,25.748565799999998,-80.2540557,33145,5.0,,Barber shop,None,outscraper
Hot Heads Barber Shop,+1 305-662-4135,,,25.7116221,-80.2795233,33146,4.9,,Barber shop,None,outscraper
ManKind Grooming & Services,+1 305-446-2500,,,25.750131399999997,-80.260561,33134,4.7,,Barber shop,None,outscraper
Nails & Pearls Spa,+1 786-501-0283,,,25.7537365,-80.258436,33134,4.9,,Nail salon,None,outscraper
"Ostenta Beauty Concept Coral Gables - Nails, Lashes & Facials",+1 786-781-3061,,,25.7495135,-80.2555239,33134,4.9,,Nail salon,None,outscraper
Nails by Yc,+1 786-869-1842,,,25.753322599999997,-80.2590953,33134,5.0,,Beauty salon,None,outscraper
GLOSS Nail Bar/GLOSS Naturals - Coral Gables,+1 305-569-7700,,,25.7497813,-80.2600209,33134,4.5,,Nail salon,None,outscraper
Barby Nails Spa,+1 305-433-5441,,,25.749086,-80.2591364,33134,4.8,,Nail salon,None,outscraper
Speranza Nails Boutique - Coral Gables,+1 786-593-2969,,,25.750481999999998,-80.25579719999999,33134,4.7,,Nail salon,None,outscraper
Icon Nails Spa,+1 305-364-5628,,,25.7503763,-80.26187019999999,33134,4.2,,Nail salon,None,outscraper
D & M Nails,+1 754-314-7082,,,25.7055385,-80.2838955,33146,5.0,,Nail salon,None,outscraper
My Time Nail Bar,+1 305-332-7305,,,25.748161099999997,-80.2642219,33134,4.2,,Nail salon,None,outscraper
Crazy For Nails Corp,+1 786-380-2558,,,25.7570809,-80.2585682,33134,5.0,,Nail salon,None,outscraper
Mi Nail Bar Coral Gables,+1 786-953-6365,,,25.7492546,-80.2565808,33134,4.2,,Nail salon,None,outscraper
Venetian Nail Spa Coral Way,+1 786-599-1217,,,25.7501817,-80.24958409999999,33145,3.2,,Nail salon,None,outscraper
Nails Del Rosario,+1 786-479-5899,,,25.7500608,-80.2606272,33134,5.0,,Nail salon,None,outscraper
MANIPEDI Boutique,+1 786-290-1813,,,25.7507278,-80.23400529999999,33145,5.0,,Nail salon,None,outscraper
Ritzy's Nails,+1 305-562-8336,,,25.7123289,-80.27815009999999,33146,5.0,,Nail salon,None,outscraper
The Dazzle Nails Boutique,+1 305-962-6090,,,25.7312138,-80.2603584,33146,5.0,,Nail salon,None,outscraper
The Nail Bar,+1 786-452-7484,,,25.7712656,-80.27187719999999,33134,4.1,,Nail salon,None,outscraper
Sury Nail Art,+1 786-254-7363,,,25.763935399999998,-80.28496229999999,33134,5.0,,Nail salon,None,outscraper
Gables Nails Salon,+1 305-529-5800,,,25.754575,-80.25899199999999,33134,3.7,,Nail salon,None,outscraper
Nailsart by Karla,+1 561-690-1132,,,25.753574999999998,-80.259006,33134,5.0,,Nail salon,None,outscraper
Ola’s Beauty Room,+1 786-839-7849,,,25.7092556,-80.2816531,33146,5.0,,Nail salon,None,outscraper
Towerz Nails & Spa Coral Gables,+1 786-378-7166,,,25.757610099999997,-80.2546124,33145,4.7,,Nail salon,None,outscraper
Oh Mary Nails,+1 786-982-4755,,,25.748039499999997,-80.265258,33134,5.0,,Nail salon,None,outscraper
Flagler Nails,+1 305-722-0505,,,25.770700899999998,-80.28110889999999,33134,4.5,,Nail salon,None,outscraper
Asian Nails and Spa,+1 786-431-1312,,,25.733690799999998,-80.2604209,33146,3.3,,Nail salon,None,outscraper
Bliss Beautique,+1 786-254-7844,,,25.7515681,-80.2584608,33134,4.9,,Beauty salon,None,outscraper
Conde Hair Salon,+1 786-789-2232,,,25.747722,-80.25473989999999,33134,4.9,,Hair salon,None,outscraper
Sol & Style Hair and Beauty Salon,+1 786-767-1324,,,25.756158,-80.25861239999999,33134,4.8,,Hair salon,None,outscraper
Avant-Garde Salon & Spa,+1 305-442-8136,,,25.7499675,-80.2578541,33134,4.9,,Beauty salon,None,outscraper
La Bella Salon,+1 305-444-1412,,,25.749092899999997,-80.2553932,33134,4.8,,Beauty salon,None,outscraper
Highlight Salon and Spa,+1 305-448-0707,,,25.753574999999998,-80.259006,33134,5.0,,Beauty salon,None,outscraper
Madison Reed Hair Color Bar Coral Gables,+1 305-487-8812,,,25.731928399999997,-80.2595853,33146,4.7,,Hair salon,None,outscraper
Cosa bella beauty salon and spa,+1 305-444-0063,,,25.7631463,-80.26348329999999,33134,4.9,,Beauty salon,None,outscraper
Salons by JC Coral Gables on Miracle Mile,+1 305-209-9384,,,25.750481999999998,-80.25579719999999,33134,4.9,,Beauty salon,None,outscraper
Artisan Beauty Studio and Art Gallery,+1 305-444-0988,,,25.756790199999998,-80.25867769999999,33134,4.9,,Beauty salon,None,outscraper
Muse In the Gables,+1 305-446-9696,,,25.7584661,-80.2592975,33134,4.8,,Beauty salon,None,outscraper
Quuant Hair Salon,+1 305-460-0097,,,25.7468151,-80.2587796,33134,4.9,,Hair salon,None,outscraper
Hair House,+1 305-607-4385,,,25.753316599999998,-80.26271559999999,33134,4.9,,Hair salon,None,outscraper
MG Hair Studios in Coral Gables. Best Hair Color Salon,+1 305-774-7151,,,25.748054999999997,-80.265025,33134,5.0,,Beauty salon,None,outscraper
Avalon Salon,+1 305-445-2631,,,25.7489563,-80.25649539999999,33134,4.9,,Beauty salon,None,outscraper
CR Beauty Studio LLC,+1 305-444-7443,,,25.7501297,-80.2603926,33134,5.0,,Beauty salon,None,outscraper
Cachet Beauty Salon by Ana Vigil,+1 786-237-9149,,,25.7717755,-80.2644043,33134,4.9,,Beauty salon,None,outscraper
Evolution Salon & Spa,+1 305-448-8222,,,25.751265399999998,-80.256112,33134,4.8,,Hair salon,None,outscraper
Emiliano Breit Salon & Spa,+1 786-899-0923,,,25.7477958,-80.25840629999999,33134,4.9,,Hair salon,None,outscraper
OXIONE BEAUTY & EXTENSIONS,+1 305-967-8452,,,25.7549669,-80.25854,33134,5.0,,Hair salon,None,outscraper
Henrrystylesalon,+1 305-447-8628,,,25.7632191,-80.2848817,33134,4.8,,Hair salon,None,outscraper
Portfolio Salon,+1 305-443-0101,,,25.7497813,-80.2603616,33134,4.8,,Beauty salon,None,outscraper
Bossa Hair Salon,+1 786-609-6836,,,25.7047459,-80.28522389999999,33143,4.9,,Beauty salon,None,outscraper
Beauty Atelier,+1 786-620-8055,,,25.7653955,-80.25797209999999,33134,5.0,,Beauty salon,None,outscraper
Isabella Ladera Salón,+1 786-858-9098,,,25.7584624,-80.2587176,33134,4.8,,Beauty salon,None,outscraper
Leader Service,+1 305-858-1020,,,25.7505761,-80.22227889999999,33145,4.9,,Auto repair shop,None,outscraper
Goodyear Auto Service,+1 305-446-8101,,,25.7347148,-80.2536722,33133,4.1,,Tire shop,None,outscraper
Tires Plus,+1 786-671-3880,,,25.7347517,-80.2564821,33146,4.4,,Auto repair shop,None,outscraper
Coral Gables Mobile Auto Repair,+1 786-964-1866,,,25.7267987,-80.2631522,33146,5.0,,Auto repair shop,None,outscraper
La Perla Auto Repair Corp,+1 786-401-7020,,,25.7477011,-80.3039369,33155,4.5,,Car repair and maintenance service,None,outscraper
Green's Garage,+1 305-444-8881,,,25.749578399999997,-80.2462346,33145,4.6,,Auto repair shop,None,outscraper
European Auto Service Center,+1 305-446-0061,,,25.7352706,-80.2558105,33146,4.7,,Auto repair shop,None,outscraper
J C Auto Services,+1 305-403-0097,,,25.771065699999998,-80.2878367,33134,5.0,,Auto repair shop,None,outscraper
A Auto Tech Inc,+1 305-448-4100,,,25.7338563,-80.2566882,33146,4.8,,Auto body shop,None,outscraper
M C Auto Tech,+1 305-662-6273,,,25.706404799999998,-80.2894105,33143,4.8,,Auto repair shop,None,outscraper
Jiffy Lube,+1 305-661-9928,,,25.7318504,-80.3032169,33155,4.4,,Oil change service,None,outscraper
Miami's Quality Auto Repair,+1 305-574-9099,,,25.7284848,-80.3084442,33155,4.7,,Auto repair shop,None,outscraper
Alex Express Auto Repair,+1 786-443-5409,,,25.757672499999998,-80.236931,33145,4.9,,Auto repair shop,None,outscraper
Rey's Auto Repair Shop,+1 305-541-7339,,,25.767990299999997,-80.2193274,33135,4.9,,Auto repair shop,None,outscraper
Tony’s Vehicle Solutions,+1 786-703-9084,,,25.765735,-80.25485599999999,33135,4.8,,Auto repair shop,None,outscraper
German Car Care,+1 305-774-1024,,,25.7265744,-80.2611206,33133,4.5,,Auto repair shop,None,outscraper
Dixie Auto Service Inc,+1 305-667-5096,,,25.698417199999998,-80.296453,33143,4.7,,Auto repair shop,None,outscraper
Tire Kingdom,+1 786-598-8327,,,25.735312699999998,-80.2552369,33146,4.5,,Tire shop,None,outscraper
Flagler Auto Repair,+1 305-269-3080,,,25.7551505,-80.2876661,33155,4.6,,Auto repair shop,None,outscraper
Star Auto Services Inc,+1 305-265-4585,,,25.7484613,-80.3074297,33155,4.7,,Auto repair shop,None,outscraper
Lucas Auto Repair,+1 305-264-0220,,,25.766349899999998,-80.308358,33144,4.8,,Auto repair shop,None,outscraper
Miami Auto Repair Shop Brakes Tune Ups Multiser Versailles,+1 786-474-1311,,,25.765152099999998,-80.2478759,33135,3.9,,Auto repair shop,None,outscraper
Tires King of Miami 2,+1 305-445-7244,,,25.7450729,-80.2384163,33133,4.7,,Tire shop,None,outscraper
Countach Inc.,+1 305-443-1468,,,25.731997,-80.256704,33146,3.6,,Auto body shop,None,outscraper
CALIX TIRES INC,+1 305-444-0103,,,25.7641678,-80.2672293,33134,4.7,,Tire shop,None,outscraper
Carmania of Coral Gables,+1 786-446-9446,,,25.7717267,-80.27297639999999,33134,4.3,,Car dealer,None,outscraper
The Collection,+1 305-444-5555,,,25.734402499999998,-80.2594341,33146,4.6,,Car dealer,None,outscraper
Mercedes-Benz of Coral Gables,+1 786-284-1010,,,25.7460004,-80.26008949999999,33134,4.8,,Mercedes-Benz dealer,None,outscraper
THE COLLECTION Audi,+1 786-885-3479,,,25.7346525,-80.2593358,33146,4.8,,Audi dealer,None,outscraper
