business_name,phone,website,address,lat,lon,postcode,rating,review_count,category_raw,price,source
Karma by Levant Restaurant,(786) 762-2905,https://www.levantmiami.com/,"2415 Ponce de Leon Blvd, Coral Gables, FL 33134",25.748993,-80.2583331,33134,4.6,407,Restaurant,$50–100,apify
Luca Osteria,(305) 381-5097,http://www.lucamiami.com/,"116 Giralda Ave, Coral Gables, FL 33134",25.7512048,-80.2572007,33134,4.5,700,Italian restaurant,$50–100,apify
Seasons 52,(305) 442-8552,https://www.seasons52.com/locations/fl/coral-gables/coral-gables/4509?cmpid=br:s52_ag:ie_ch:loc_ca:S52GMB_sn:gmb_gt:coral-gables-fl-4509_pl:locurl_rd:1008,"321 Miracle Mile, Coral Gables, FL 33134",25.74963,-80.2614,33134,4.6,2214,New American restaurant,$30–50,apify
Zucca,(786) 580-3731,https://zuccamiami.com/,"162 Alcazar Ave, Coral Gables, FL 33134",25.7528951,-80.2585804,33134,4.6,1517,Italian restaurant,$50–100,apify
CVI.CHE 105 - Coral Gables,(786) 527-3939,https://www.ceviche105.com/,"111 Palermo Ave #108, Coral Gables, FL 33134",25.7458695,-80.2571171,33134,4.9,5441,Peruvian restaurant,$50–100,apify
Motek Coral Gables,(305) 396-8547,http://www.motekcafe.com/,"45 Miracle Mile, Miami, FL 33134",25.7500425,-80.2558088,33134,4.9,7407,Restaurant,$50–100,apify
Salumeria 104 - Coral Gables,(786) 947-5342,https://www.salumeria104.com/,"117 Miracle Mile, Coral Gables, FL 33134",25.7498307,-80.2572384,33134,4.8,2116,Italian restaurant,$30–50,apify
Babette Miami,(786) 533-3523,https://www.babettemiami.com/,"301 Alcazar Ave, Coral Gables, FL 33134",25.7530852,-80.2610117,33134,4.8,137,Restaurant,$100+,apify
La Pata Gorda,(786) 963-8171,https://lapatagorda.com/,"232 Miracle Mile, Coral Gables, FL 33134",25.7493483,-80.2594363,33134,4.8,2644,Seafood restaurant,$$,apify
CHANDLERS PLACE,(305) 444-1121,,"166 Alhambra Cir, Coral Gables, FL 33134",25.7518708,-80.2583432,33134,4.7,136,Restaurant,$10–20,apify
Yard House,(210) 691-0033,https://www.yardhouse.com/locations/tx/san-antonio/san-antonio-the-shops-at-la-cantera/8324?cmpid=br:yh_ag:ie_ch:loc_ca:YHGMB_sn:gmb_gt:san-antonio-tx-8324_pl:locurl_rd:1022,"15900 La Cantera Pkwy, San Antonio, TX 78256",29.592878,-98.610673,78256,4.5,3528,New American restaurant,$$,apify
Morton's Grille,(832) 585-0794,https://www.mortonsgrille.com/location/mortons-grille/,"25 Waterway Ave, The Woodlands, TX 77380",30.160914,-95.459242,77380,4.6,1477,Restaurant,$$$$,apify
Vila Brazil - Garland,(214) 774-9441,https://www.vilabrazil.com/,"4881 Bass Pro Dr, Garland, TX 75043",32.864899,-96.5376038,75043,4.8,735,Brazilian restaurant,None,apify
Perry’s Steakhouse & Grille,(214) 494-4645,http://www.perryssteakhouse.com/,"2440 Parkwood Blvd, Frisco, TX 75034",33.099256,-96.8158828,75034,4.5,3209,Steak house,$$$,apify
Bigz Burger Joint,(210) 408-2029,http://bigz-burgerjoint.com/,"2303 N Loop 1604 W, San Antonio, TX 78258",29.6068947,-98.5290653,78258,4.4,2168,Hamburger restaurant,$$,apify
El Nuevo Laredo Mexican Restaurant,(210) 923-4733,https://www.facebook.com/share/17TkJpMAGv/?mibextid=wwXIfr,"1126 New Laredo Hwy, San Antonio, TX 78211",29.3606977,-98.5553764,78211,4.1,145,Mexican restaurant,$,apify
Morton's The Steakhouse,(210) 228-0700,https://www.mortons.com/location/mortons-the-steakhouse-san-antonio-tx/,"300 E Crockett St, San Antonio, TX 78205",29.424646,-98.484935,78205,4.3,1068,Restaurant,$$$$,apify
Morton's The Steakhouse,(713) 629-1946,https://www.mortons.com/location/mortons-the-steakhouse-houston-tx-galleria/,"5000 Westheimer Rd Suite 190, Houston, TX 77056",29.74204,-95.46252,77056,4.5,1115,Restaurant,$$$$,apify
Morton's The Steakhouse,(713) 659-3700,https://www.mortons.com/location/mortons-the-steakhouse-houston-tx-downtown/,"1001 McKinney St Suite A4, Houston, TX 77002",29.756916,-95.364314,77002,4.5,1291,Restaurant,$$$$,apify
Doctor's Medical Center,(305) 685-5688 ext. 2269,,"5535 SW 8th St, Coral Gables, FL 33134",25.763921,-80.28448,33134,4,8,Pediatrician,None,apify
"Dr. Fernanda Mercade, MD",(786) 442-2100,https://drmercade.com/,"747 Ponce de Leon Blvd # 405, Coral Gables, FL 33134",25.7649186,-80.2583387,33134,4.8,399,Internist,None,apify
Digestive Medicine Associates,(305) 822-4107,http://www.digestivemed.com/,"3133 Ponce de Leon Blvd, Coral Gables, FL 33134",25.7432007,-80.2580886,33134,4.1,285,Medical clinic,None,apify
"Reytor Medical Center: Francisco Reytor, MD PA",(305) 264-5154,https://www.reytormedicalcenter.com/,"4800 SW 8th St, Coral Gables, FL 33134",25.7639078,-80.2734596,33134,4.9,454,General practitioner,None,apify
Mount Sinai Primary & Specialty Care Coral Gables,(305) 441-0910,https://www.msmc.com/location/coral-gables/,"836 Ponce de Leon Blvd #200, Coral Gables, FL 33134",25.7634487,-80.2593688,33134,3.6,114,Medical Center,None,apify
"Ivo Alonso M.D., P.A.",(305) 448-7499,http://www.ivoalonsomd.com/,"3934 SW 8th St #207, Coral Gables, FL 33134",25.7643318,-80.260157,33134,4.6,85,Family practice physician,None,apify
"Dr. Rheinchard Reyes, MD",(305) 445-3372,https://www.rreyesmd.com/,"4659 W Flagler St, Coral Gables, FL 33134",25.771594,-80.271294,33134,4.7,58,Family practice physician,None,apify
Family Medical Group - Coral Gables,(305) 306-0233,https://thefamilymedgroup.com/locations/coral-gables/,"1330 SW 22nd St Suite 401, Miami, FL 33145",25.7507572,-80.2170063,33145,4.9,473,Medical clinic,None,apify
Dr. Michael Gutierrez,(305) 585-4564,https://jacksonhealth.org/find-a-doctor/michael-gutierrez/,"3737 SW 8th St Suite B, Coral Gables, FL 33134",25.7647826,-80.2569511,33134,4.8,37,Family practice physician,None,apify
Gables Medical,(305) 872-0008,http://www.gablesmed.com/,"401 S Le Jeune Rd STE 300, Miami, FL 33134",25.768204,-80.263184,33134,4.9,39,Medical office,None,apify
Baptist Health Primary Care | Coral Gables (Belmont Village),(786) 595-1200,https://baptisthealth.net/locations/primary-care/coral-gables-primary-care?y_source=1_MTAzMDcyNjAwNC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,"4101 Salzedo St, Coral Gables, FL 33146",25.7338886,-80.2600722,33146,4.9,184,Internist,None,apify
"Jenny C. Montes De Oca Pineda, MD - PrimeCare of Coral Gables",(305) 443-3001,http://www.primecare1.com/,"370 Minorca Ave, Coral Gables, FL 33134",25.7532983,-80.2623846,33134,4.6,32,Family practice physician,None,apify
"Dr. Ivan G. Carrasquilla-Escoto, MD",(305) 443-3001,http://www.primecare1.com/,"370 Minorca Ave, Coral Gables, FL 33134",25.7532747,-80.26241,33134,4.8,25,Family practice physician,None,apify
Primecare of Coral Gables,(305) 443-3001,http://www.primecarecg.com/,"370 Minorca Ave, Coral Gables, FL 33134",25.7532713,-80.2623776,33134,4.2,105,Doctor,None,apify
"Dr. Jeffrey B. Rosen, MD",(305) 443-3001,http://www.primecare1.com/,"370 Minorca Ave, Coral Gables, FL 33134",25.7533894,-80.2623505,33134,5,5,Family practice physician,None,apify
Selem Medical Center Corporation,(305) 448-7848,,"4800 W Flagler St # 106, Coral Gables, FL 33134",25.7711289,-80.274079,33134,4.2,10,Medical clinic,None,apify
Doctors Independent Medical,(305) 444-1155,http://dimeimmigration.com/,"3798 W Flagler St, Coral Gables, FL 33134",25.7716577,-80.2568896,33134,3.3,57,Doctor,None,apify
Robert H. Thomas M.D. FACP,(305) 446-9940,https://www.cgepmd.com/?utm_source=google&utm_medium=gbp&utm_campaign=local,"800 Douglas Rd Ste 125, Miami, FL 33134",25.7640422,-80.2555048,33134,5,182,Internist,None,apify
"Dr. Natalie Sanchez, MD",(305) 362-2686,http://elencantomedicalcenters.com/,"3181 Coral Wy #302, Miami, FL 33145",25.7503933,-80.2451504,33145,4.4,14,Internist,None,apify
"Jennifer Miranda, MD",(786) 227-6811,https://www.purehealthmiami.com/,"4100 Salzedo St STE 4, Coral Gables, FL 33146",25.7335389,-80.2604277,33146,4.9,125,Internist,None,apify
Vanguard Medical Group,(201) 431-7200,https://vanguardmedgroup.com/contact/jersey-city-nj/,"127 Montgomery St, Jersey City, NJ 07302",40.7167803,-74.0399473,07302,4.7,901,Medical clinic,None,apify
Dufief Mill Rd & Coral Gables Dr,,,"North Potomac, MD 20878",39.090899,-77.234676,None,,,Bus stop,None,apify
Online Psychiatrists: Dr. Zlatin Ivanov MD,(646) 713-0000,https://www.onlinepsychiatrists.com/,"405 Lexington Ave #2601, New York, NY 10174",40.751759,-73.9755328,10174,4.5,75,Psychiatrist,None,apify
Medical Group of NJ-Speedwell Medical (previously known as FastER Urgent Care),(862) 242-8053,http://www.fasteruc.com/,"130 Speedwell Ave, Morris Plains, NJ 07950",40.818661,-74.4824844,07950,3.8,160,Doctor,None,apify
RUHE Fertility + Prenatal Acupuncture,(203) 816-0806,https://ruhefertilityprenatal.com/,"6515 Main St Unit 14, Trumbull, CT 06611",41.2775266,-73.2282133,06611,5,54,Acupuncture clinic,None,apify
HolaDoctor Insurance Services - Perth Amboy,(855) 336-0001,https://go.holadoctor.com/google,"199A Smith St, Perth Amboy, NJ 08861",40.5094775,-74.271408,08861,5,11,Health insurance agency,None,apify
Dr. Hector Marcano,(304) 242-0590,,"40 Medical Park Rd #200, Wheeling, WV 26003",40.0591773,-80.6839067,26003,,,Plastic surgeon,None,apify
"Sarah Musleh, MD",(800) 295-1672,https://anzarahealth.com/,None,25.782414,-80.2253934,,5,4,Endocrinologist,None,apify
Healing Elaine,(917) 985-1221,https://healingelaine.com/,None,36.1866404,-86.785147,,4.7,20,Alternative medicine practitioner,None,apify
Dental Arts Group - Manahawkin,(609) 739-8975,https://dagsmiles.com/manahawkin/,"1322 NJ-72 Suite 1, Manahawkin, NJ 08050",39.7245917,-74.289022,08050,4.9,1423,Dentist,None,apify
Dr. Belisa Guzman,(305) 446-9940,https://www.cgepmd.com/,"800 Douglas Rd Ste 125, Coral Gables, FL 33134",25.7640422,-80.2555048,33134,5,5,Doctor,None,apify
"Leunam J. Rodriguez, MD, LLC",(305) 663-0088,https://baptisthealth.net/doctors/primary-care/leunam-jesys-rodriguez/869929,"5000 University Dr #1100, Coral Gables, FL 33146",25.7242591,-80.2741844,33146,4.3,15,Internist,None,apify
Internal Medicine - University of Miami,(305) 284-3333,http://uhealthsystem.com/locations/uhealth-daystar,"5555 Ponce de Leon Blvd, Coral Gables, FL 33146",25.7134602,-80.2799012,33146,5,3,Medical clinic,None,apify
PURE Executive Health & Wellness,(786) 227-6811,https://www.purehealthmiami.com/,"4100 Salzedo St STE 4, Coral Gables, FL 33146",25.7339613,-80.2605549,33146,4.9,189,Medical clinic,None,apify
Sanitas Medical Center,(844) 665-4827,https://www.mysanitas.com/en/fl/sanitas-south-miami,"1430 S Dixie Hwy Suites 101 - 102, Coral Gables, FL 33146",25.7102979,-80.281608,33146,4.5,35,Medical Center,None,apify
"Manuel Garcia-Frangie, M.D., P.A. Family Doctor",(305) 326-3343,,"135 San Lorenzo Ave Suite 560-B, Coral Gables, FL 33146",25.7318349,-80.2575068,33146,3.9,25,Family practice physician,None,apify
"Antonio J Suarez, MD",(305) 243-7429,https://doctors.umiamihealth.org/provider/Antonio+J+Suarez/525895,"5555 Ponce de Leon Blvd, Coral Gables, FL 33146",25.7134099,-80.2801291,33146,5,1,Family practice physician,None,apify
"E. Robert Schwartz, MD",(305) 243-7429,https://doctors.umiamihealth.org/provider/E.+Robert+Schwartz/525505,"5555 Ponce de Leon Blvd, Coral Gables, FL 33146",25.7134099,-80.2801291,33146,5,1,Family practice physician,None,apify
Miami Comprehensive Medicine Group,(305) 749-9888,https://miamedicine.com/,"345 Palermo Ave, Coral Gables, FL 33134",25.74555,-80.2614698,33134,4.6,9,Medical clinic,None,apify
Berkshire Hathaway HomeServices EWM Realty,(305) 960-2500,http://www.ewm.com/,"550 S Dixie Hwy, Coral Gables, FL 33146",25.7235122,-80.2649313,33146,4.6,22,Real estate agency,$$,apify
Carmen Siman - Siman Real Estate,(305) 986-9004,https://carmensiman.keyes.com/,"2423 S Le Jeune Rd, Coral Gables, FL 33134",25.7485232,-80.2625406,33134,5,31,Real estate agent,None,apify
prio.realestate,(305) 912-7746,https://prio.realestate/,"550 S Dixie Hwy, Coral Gables, FL 33146",25.7235122,-80.2649313,33146,,,Real estate agent,None,apify
Erin Huyler - Miami Real Estate,(607) 351-4818,https://erinhuyler.ewm.com/,"550 S Dixie Hwy, Coral Gables, FL 33146",25.7235122,-80.2649313,33146,5,6,Real estate consultant,None,apify
Devin James Herrera Real Estate,(305) 775-6750,http://shcgroup.ewm.com/,"550 S Dixie Hwy, Coral Gables, FL 33146",25.7235122,-80.2649313,33146,5,24,Real estate agent,None,apify
Jennifer Price | Miami's Luxury Real Estate Ambassador,(305) 389-1977,https://jenniferpricegroup.com/?utm_source=gbp&utm_medium=organic,"550 S Dixie Hwy, Coral Gables, FL 33146",25.7235122,-80.2649313,33146,5,30,Real estate agent,None,apify
Gravity Real Estate | Top Miami Realtors,(305) 726-2100,http://www.gravityrealestate.com/,"1390 S Dixie Hwy Suite 2218, Coral Gables, FL 33146",25.7113982,-80.279476,33146,5,40,Real estate agency,None,apify
The Lani Group at Lowell International Realty,(305) 520-5420,https://thelanigroup.com/,"4601 Ponce de Leon Blvd Suite 102, Coral Gables, FL 33146",25.7271203,-80.262759,33146,5,15,Real estate agency,None,apify
Coldwell Banker Realty: Oliver Ruiz,(305) 984-4875,https://oliversellsmiami.com/?utm_source=gbp&utm_medium=organic,"4000 Ponce de Leon Blvd Suite 700, Coral Gables, FL 33146",25.7340183,-80.2589635,33146,4.9,61,Real estate agent,None,apify
"Justin Trujillo, Realtor - Berkshire Hathaway HomeServices EWM Realty",(305) 978-8470,http://www.justintrujillogroup.com/,"550 S Dixie Hwy Unit 202, Coral Gables, FL 33146",25.7235122,-80.2649313,33146,5,65,Real estate agent,None,apify
"ReMax 360 Real Estate, Cynthia Lamaa",(305) 778-8944,https://cynthialamaa.remax.com/,"4217 Ponce de Leon Blvd Ste 2nd, Coral Gables, FL 33146",25.7325076,-80.2581589,33146,5,26,Real estate agent,None,apify
Floridian First Realty,(305) 667-5235,http://www.floridianfirstrealty.com/,"710 S Dixie Hwy #100, Coral Gables, FL 33146",25.7221821,-80.2670791,33146,4.9,33,Real estate agency,None,apify
REMAX 360 Real Estate,(305) 602-0360,http://www.miamicre360.com/,"4217 Ponce de Leon Blvd Ste 2nd, Coral Gables, FL 33146",25.7325154,-80.2582041,33146,3.3,14,Real estate agency,None,apify
Mike Lombard Real Estate,(781) 686-7099,https://mikelombardrealestate.com/,"4000 Ponce de Leon Blvd Suite 700, Miami, FL 33146",25.7340275,-80.2590105,33146,5,29,Real estate agent,None,apify
"Korina Ravelo-Pomares, RE/MAX 360 Real Estate",(786) 972-7789,http://korinaravelo.com/,"4217 Ponce de Leon Blvd Ste 2nd, Coral Gables, FL 33146",25.7325076,-80.2581589,33146,5,10,Real estate agent,None,apify
"Lila Lopez Miami Realtor, RE/MAX 360 Real Estate",(305) 772-2521,http://lilalopez.remax.com/,"4217 Ponce de Leon Blvd Ste 2nd, Coral Gables, FL 33146",25.7325076,-80.2581589,33146,5,15,Real estate agent,None,apify
"Serrano & Associates Real Estate LLC - Estela Serrano, Broker.",(305) 521-3290,http://www.serranoandassociates.com/,"1450 SW 22nd St suite 106, Coral Gables, FL 33145",25.7508057,-80.2191355,33145,4.9,63,Real estate agent,None,apify
One Sotheby's International Realty,(305) 666-0562,https://www.onesothebysrealty.com/,"1507 Sunset Dr, Coral Gables, FL 33143",25.7048517,-80.282594,33143,4.2,5,Real estate agency,None,apify
William Gartin Real Estate,(305) 842-6097,https://www.williamgartinrealestate.com/,None,25.9552664,-80.4482804,,5,103,Real estate agent,None,apify
Aaron Casariego Real Estate,(888) 808-6155,https://www.homesnap.com/Aaron-Casariego/gmb2,"1430 S Dixie Hwy, Coral Gables, FL 33146",25.7096451,-80.2820015,33146,5,4,Real estate agent,None,apify
Bank of America Financial Center,(305) 669-6694,https://locators.bankofamerica.com/fl/coralgables/financial-centers-coral-gables-10339.html?utm_source=GMBlisting&utm_medium=organic,"1500 S Dixie Hwy, Coral Gables, FL 33146",25.709241,-80.282841,33146,3,41,Bank,None,apify
Chase Bank,(305) 740-0618,https://www.chase.com/locator/banking/us/fl/coral-gables/1570-s-dixie-hwy?jp_cmp=rb%2FLocalListings%2Faff%2Fbranch%2Fna&y_source=1_MjAzOTEzNi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,"1570 S Dixie Hwy, Coral Gables, FL 33146",25.707785,-80.284474,33146,3.4,55,Bank,None,apify
Citi,(786) 245-4854,https://www.citi.com/?utm_source=gmb&utm_medium=yext&y_source=1_Mjg5MTY3MzAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"1190 S Dixie Hwy, Coral Gables, FL 33146",25.7149728,-80.2757894,33146,2.8,33,Bank,None,apify
Chase Bank,(305) 443-3969,https://www.chase.com/locator/banking/us/fl/coral-gables/4101-ponce-de-leon-blvd?jp_cmp=rb%2FLocalListings%2Faff%2Fbranch%2Fna&y_source=1_MjY3MDIyNy03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,"4101 Ponce de Leon Blvd, Coral Gables, FL 33146",25.7338,-80.2583,33146,2.8,19,Bank,None,apify
Grove Bank & Trust,(305) 444-6665,http://www.grovebankandtrust.com/,"2151 S Le Jeune Rd #100, Coral Gables, FL 33134",25.752613,-80.262675,33134,5,10,Bank,None,apify
Seacoast Bank,(305) 666-8488,https://www.seacoastbank.com/locations/coral-gables-south-miami,"1518 San Ignacio Ave, Coral Gables, FL 33146",25.705713,-80.28255,33146,4.4,7,Bank,None,apify
Ocean Bank,(305) 446-1919,https://www.oceanbank.com/,"2655 S Le Jeune Rd, Coral Gables, FL 33134",25.7474406,-80.2619868,33134,4.9,41,Bank,None,apify
Ocean Bank,(305) 665-8041,https://www.oceanbank.com/,"6939 SW 57th Ave, Coral Gables, FL 33143",25.7047192,-80.2852481,33143,4.8,19,Bank,None,apify
Sunstate Bank,(305) 567-0600,https://www.sunstatefl.com/,"2901 S Le Jeune Rd, Coral Gables, FL 33134",25.7451492,-80.2622941,33134,4.1,10,Bank,None,apify
Gallup FCU,(402) 938-6800,http://www.gallupfcu.com/,"1001 Gallup Dr, Omaha, NE 68102",41.2696151,-95.9223529,68102,3.9,9,Bank,None,apify
FNBO,(402) 602-3021,https://www.fnbo.com/,"1601 Capitol Ave, Omaha, NE 68102",41.26053,-95.93732,68102,3.1,13,Bank,None,apify
Flagstar Bank,(305) 774-0049,https://www.flagstar.com/coral-gables-flagstar-bank-florida-2240.html,"2701 Ponce de Leon Blvd, Coral Gables, FL 33134",25.7469444,-80.2582255,33134,4.2,16,Bank,None,apify
Pinnacle Bank,(402) 346-9180,https://www.pinnbank.com/,"1016 Douglas St, Omaha, NE 68102",41.2588178,-95.9299265,68102,3.4,23,Bank,None,apify
FNBO - First National Bank of Omaha,(402) 602-3021,https://www.fnbo.com/,"1601 Dodge St, Omaha, NE 68102",41.2591366,-95.9378337,68102,2.4,137,Bank,None,apify
Regions Bank,(305) 774-5671,https://www.regions.com/locator/fl/coral-gables/full-service-branch-2800-ponce-de-leon-blvd?cid=localListing_google,"2800 Ponce de Leon Blvd, Coral Gables, FL 33134",25.7458884,-80.2592725,33134,4.3,48,Bank,None,apify
Citizens,(305) 341-2465,https://locations.citizensbank.com/fl/coral-gables/2222-ponce-de-leon-boulevard.html,"2222 Ponce de Leon Blvd, Coral Gables, FL 33134",25.7514926,-80.2590082,33134,3.2,19,Bank,None,apify
Wells Fargo Bank,(305) 663-6106,https://www.wellsfargo.com/locator/bank/1541__SUNSET__DR_CORAL__GABLES_FL_33143/?utm_campaign=Local_Listings&utm_source=Google&group=Community_Bank&loc=AC16729,"1541 Sunset Dr, Coral Gables, FL 33143",25.7046835,-80.2838297,33143,3.5,30,Bank,None,apify
SouthState Bank,(786) 362-8560,https://www.southstatebank.com/global/location-detail/665/2-Alhambra-Plaza?utm_source=listings&utm_medium=local&utm_campaign=yext,"2 Alhambra Plz Suite 100B, Coral Gables, FL 33134",25.752126,-80.255234,33134,3.4,11,Bank,None,apify
Regions Bank,(305) 280-0380,https://www.regions.com/locator/fl/coral-gables/full-service-branch-1569-sunset-dr?cid=localListing_google,"1569 Sunset Dr, Coral Gables, FL 33143",25.7046655,-80.284959,33143,5,14,Bank,None,apify
Chase Bank,(305) 442-0089,https://www.chase.com/locator/banking/us/fl/coral-gables/355-alhambra-cir?jp_cmp=rb%2FLocalListings%2Faff%2Fbranch%2Fna&y_source=1_MjAzOTExMi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,"355 Alhambra Cir Ste 100, Coral Gables, FL 33134",25.7521609,-80.2617334,33134,3.5,31,Bank,None,apify
"The Law Office of Scott A. Ferris, P.A.",(305) 670-3330,http://ferrislawfirm.com/,"2100 Ponce de Leon Blvd #1290, Coral Gables, FL 33134",25.7533226,-80.2590953,33134,5,35,Criminal justice attorney,None,apify
"Law Office Manuel Gonzalez, Jr & Gabriel Gonzalez",(305) 444-1400,https://mannygonzalezlaw.com/,"121 Alhambra Plz #1500, Coral Gables, FL 33134",25.7526307,-80.257165,33134,5,29,Attorney,None,apify
"Rosales|Lopez, Attorneys at Law",(786) 505-1024,https://www.dtmiamilaw.com/,"150 Alhambra Cir Suite 900, Coral Gables, FL 33134",25.7518796,-80.25805,33134,4.9,51,Legal services,None,apify
Law Offices of Nicole Alvarez P.A.,(305) 440-0736,http://nicolealvarezpa.com/,"1600 Ponce de Leon Blvd 10th floor, Coral Gables, FL 33134",25.7570339,-80.2591846,33134,4.9,97,Family law attorney,None,apify
Dohan Law,(305) 536-3400,http://www.dohanlaw.com/,"2020 Ponce de Leon Blvd #1006, Coral Gables, FL 33134",25.753973,-80.259171,33134,4.9,72,Attorney,None,apify
Traffic Law Firm,(305) 442-0243,,"122 Minorca Ave, Coral Gables, FL 33134",25.7536878,-80.2574518,33134,4.9,72,Attorney,None,apify
Cohen Law,(305) 967-7550,http://www.cohenlawpa.com/,"2332 Galiano St 2nd floor, Coral Gables, FL 33134",25.7503404,-80.2570322,33134,4.8,31,Trial attorney,None,apify
"South Florida Law, PLLC",(954) 900-8885,http://www.southfloridalawpllc.com/,"2600 Douglas Rd #1007, Coral Gables, FL 33134",25.7476969,-80.2547889,33134,5,46,Law firm,None,apify
Law Office of Aburto P.A.,(305) 694-9690,http://www.aburtolaw.co/,"717 Ponce de Leon Blvd STE 225, Coral Gables, FL 33134",25.7653633,-80.2578323,33134,4.9,297,Attorney,None,apify
Ferrer Law PA,(844) 220-5612,https://www.ferrerlawpa.com/?npcmp=dir:local:5346373:33166,"1600 Ponce de Leon Blvd STE 804, Coral Gables, FL 33134",25.7570745,-80.2591482,33134,4.9,121,Personal injury attorney,None,apify
Law Offices of Diego Traibel,(305) 791-6775,,"2100 Ponce de Leon Blvd #1290, Coral Gables, FL 33134",25.7533353,-80.2590755,33134,5,34,Trial attorney,None,apify
J Muir & Associates - Miami Business Law Firm,(907) 770-0909,https://jmuirandassociates.com/?utm_source=GMB&utm_medium=Organic&utm_campaign=Coral+Gables,"121 Alhambra Plz #1500, Coral Gables, FL 33134",25.7526307,-80.257165,33134,5,80,Business attorney,None,apify
The McGill Law Firm,(786) 375-5621,https://www.mcgilllegal.com/,"2655 S Le Jeune Rd 5th Floor, Coral Gables, FL 33134",25.7474653,-80.2617577,33134,5,70,Law firm,None,apify
"Alfredo A. Izaguirre, P.A.",(305) 442-0425,https://www.izaguirrelaw.com/?utm_campaign=gmb,"338 Minorca Ave, Coral Gables, FL 33134",25.7534929,-80.2616142,33134,5,96,Criminal justice attorney,None,apify
"The Law Offices of Walter A. Reynoso, P.A.",(305) 441-8881,https://lawreynoso.com/,"2030 Douglas Rd STE 214, Coral Gables, FL 33134",25.7536847,-80.2552493,33134,4.8,49,Trial attorney,None,apify
Law Offices of M J Louis,(305) 377-9646,http://mjlouislaw.com/,"75 Valencia Ave #400, Coral Gables, FL 33134",25.748271,-80.256048,33134,5,97,Law firm,None,apify
Law Office of Diaz & Nunez Elorza,(305) 831-3002,http://www.diazelorza.com/,"2100 Ponce de Leon Blvd STE 1170, Coral Gables, FL 33134",25.7532363,-80.2590345,33134,4.9,86,Attorney,None,apify
The Farber Law Firm,(305) 774-0134,https://thefarberlawfirm.com/,"2199 Ponce de Leon Blvd #301, Coral Gables, FL 33134",25.7524957,-80.2584705,33134,5,129,Personal injury attorney,None,apify
"Jonathan B. Blecher, P.A.",(305) 449-9069,https://www.duilawdefense.com/coral-gables-criminal-defense/,"2525 Ponce de Leon Blvd Ste 300, Coral Gables, FL 33134",25.7484948,-80.2581245,33134,4.9,188,Criminal justice attorney,None,apify
"Patino & Associates, P.A.",(305) 443-6163,https://www.patinolaw.com/,"113 Almeria Ave, Coral Gables, FL 33134",25.7474212,-80.2569989,33134,4.6,39,General practice attorney,None,apify
ATM,,,"729 N 14th St, Omaha, NE 68102",41.2665467,-95.9341535,68102,,,ATM,None,apify
