business_id,business_name,category_primary,postcode,expected_dataset,license_status,license_number,license_expiry,matched_name,match_score,notes
barracuda,Barracuda,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
beehive_juice_bar,Beehive Juice Bar,food_beverage,33155,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
berkshire_hathaway_homeservices_ewm_realty,Berkshire Hathaway HomeServices EWM Realty,real_estate,33146,real_estate,unlicensed,,,,,no active DBPR Real Estate Commission (corporations) license found in area
beyome,beyome,real_estate,33143,real_estate,unlicensed,,,,,no active DBPR Real Estate Commission (corporations) license found in area
blinkchargingstation,Blink Charging Station,construction,33134,construction,unlicensed,,,,,no active DBPR Construction Industry license found in area
blondebarberbarbershopcoralgables,Blondebarber Barbershop - Coral Gables,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
blue_sky_food_by_the_pound,Blue Sky Food by the Pound,food_beverage,33155,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
boston_market,Boston Market,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
brandis,BRANDI'S,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
buttermoonbakehouse,Butter Moon Bakehouse,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
cafegrumpycoralgables,Cafe Grumpy - Coral Gables,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
caffe_vialetto,Caffe Vialetto,food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
california_pizza_kitchen,California Pizza Kitchen,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
camilastisserie,Camila's Patisserie,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
canawine,Cana Wine,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
carmensimansimanrealestate,Carmen Siman - Siman Real Estate,real_estate,33134,real_estate,unlicensed,,,,,no active DBPR Real Estate Commission (corporations) license found in area
carolina_ale_house,Carolina Ale House,food_beverage,33155,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
cava,Cava,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
cba,Cba,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
centuryhomebuildersgroup,Century Homebuilders Group,real_estate,33134,real_estate,unlicensed,,,,,no active DBPR Real Estate Commission (corporations) license found in area
cesarbarbershop,Cesar Barbershop,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
clementineswinegourmet,Clementine's Wine Gourmet,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
codina_partners,Codina Partners,real_estate,33134,real_estate,unlicensed,,,,,no active DBPR Real Estate Commission (corporations) license found in area
coldwell_banker_realty,Coldwell Banker Realty,real_estate,33146,real_estate,unlicensed,,,,,no active DBPR Real Estate Commission (corporations) license found in area
color_me_mine,Color Me Mine,construction,33143,construction,unlicensed,,,,,no active DBPR Construction Industry license found in area
compass_real_estate,Compass Real Estate,real_estate,33146,real_estate,unlicensed,,,,,no active DBPR Real Estate Commission (corporations) license found in area
comssrealestatecoralgables,Compass Real Estate Coral Gables,real_estate,33134,real_estate,unlicensed,,,,,no active DBPR Real Estate Commission (corporations) license found in area
cono_pizza,Cono Pizza,food_beverage,33144,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
coralplumbingservices,Coral Plumbing & Services,construction,33146,construction,unlicensed,,,,,no active DBPR Construction Industry license found in area
cortadito_coffee_house,Cortadito Coffee House,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
crawford_real_estate_holdings_llc,"Crawford Real Estate Holdings, LLC",real_estate,33134,real_estate,unlicensed,,,,,no active DBPR Real Estate Commission (corporations) license found in area
crownwinespirits,Crown Wine & Spirits,food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
cucina_fresca,Cucina Fresca,food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
daybreak,Daybreak,food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
dedicated_public_adjusters,Dedicated Public Adjusters,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
doerenmayhew,Doeren Mayhew,food_beverage,33143,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
don_pan_international_bakery,Don Pan International Bakery,food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
douglas_elliman,Douglas Elliman,real_estate,33143,real_estate,unlicensed,,,,,no active DBPR Real Estate Commission (corporations) license found in area
douglasellimanrealestateofficeoralgablesfl,"Douglas Elliman Real Estate Office in Coral Gables, FL",real_estate,33143,real_estate,unlicensed,,,,,no active DBPR Real Estate Commission (corporations) license found in area
duncanelectricalservice,Duncan Electrical Service,construction,33146,construction,unlicensed,,,,,no active DBPR Construction Industry license found in area
ecogreenhandyman,EcoGreen Handyman,construction,33134,construction,unlicensed,,,,,no active DBPR Construction Industry license found in area
einstein_bros_bagels,Einstein Bros. Bagels,food_beverage,33143,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
el_churrascaso_grill_bird_road,El Churrascaso Grill Bird Road,food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
el_taquitos,El Taquitos,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
elekronelectric,Elekron Electric Inc,construction,33134,construction,unlicensed,,,,,no active DBPR Construction Industry license found in area
elia_at_sebastians_caf,Elia At Sebastian's Cafe,food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
enrique_muoz,Enrique Munoz,construction,33144,construction,unlicensed,,,,,no active DBPR Construction Industry license found in area
evgochargingstation,EVgo Charging Station,construction,33134,construction,unlicensed,,,,,no active DBPR Construction Industry license found in area
faculty_club,Faculty Club,food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
fiola_miami,Fiola Miami,food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
focaccia_bistro,Focaccia Bistro,food_beverage,33133,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
food__drink_station,Food & Drink Station,food_beverage,33143,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
foxslounge,Fox's Lounge,food_beverage,33143,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
gables_ponce,Gables Ponce,real_estate,33146,real_estate,unlicensed,,,,,no active DBPR Real Estate Commission (corporations) license found in area
genuine_pizza,Genuine Pizza,food_beverage,33133,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
gomezlawcoralgableshoalawyersrealestateattorneys,Gomez Law - Coral Gables HOA Lawyers & Real Estate Attorneys,real_estate,33134,real_estate,unlicensed,,,,,no active DBPR Real Estate Commission (corporations) license found in area
green_goddess_public_relations,Green Goddess Public Relations,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
greenstreet,GreenStreet,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
groovys_pizza__grill,Groovys Pizza & Grill,food_beverage,33133,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
gustave,Gustave,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
hcocoralgables,H&CO | Coral Gables,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
hidyhomesteamkellerwilliamsmiamikathyhidy,Hidy Homes Team - Keller Williams Miami - Kathy Hidy,real_estate,33134,real_estate,unlicensed,,,,,no active DBPR Real Estate Commission (corporations) license found in area
homebasebarbershop,Home Base Barbershop,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
hurricane_food_court,Hurricane Food Court,food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
sight,IncSight,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
jdcutzzzz,JDCutzzzz,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
joannas_place,Joanna's Place,food_beverage,33143,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
johnmartinsirishpubrestaurant,John Martin's Irish Pub & Restaurant,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
julianacostacoralgablesrealtoratcomss,Julian Acosta - Coral Gables Realtor at Compass,real_estate,33143,real_estate,unlicensed,,,,,no active DBPR Real Estate Commission (corporations) license found in area
jvv_roofing,JVV Roofing,construction,33143,construction,unlicensed,,,,,no active DBPR Construction Industry license found in area
kao_sushi__grill,Kao Sushi & Grill,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
keller_williams,Keller Williams,real_estate,33134,real_estate,unlicensed,,,,,no active DBPR Real Estate Commission (corporations) license found in area
la_palma,La Palma,food_beverage,33144,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
larosagastrobar,La Rosa Gastrobar,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
le_parc_caf,Le Parc Cafe,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
lercbonjourcafbistro,"Le Parc-Bonjour, Café Bistro",food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
le_paris_cake_design_bakery,Le Paris Cake Design Bakery,food_beverage,33144,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
le_petit_caf,Le petit cafe,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
leasing_office__district_west_gables,Leasing Office - District West Gables,real_estate,33155,real_estate,unlicensed,,,,,no active DBPR Real Estate Commission (corporations) license found in area
let_them_have_cake_llc,"Let Them Have Cake, LLC",food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
liquor_dreams,Liquor Dreams,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
lokal_burgers_and_beer,Lokal Burgers and Beer,food_beverage,33133,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
los_jalapeos_coral_way,Los Jalapenos Coral Way,food_beverage,33155,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
lucernebakery,Lucerne Bakery,food_beverage,33155,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
luckyconcretecoralgables,Lucky Concrete Coral Gables,construction,33134,construction,unlicensed,,,,,no active DBPR Construction Industry license found in area
ludos,Ludo's,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
luis_galindo_latin_america_restaurant,Luis Galindo Latin America Restaurant,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
lulu,Lulu,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
luxurybarbershop,LuxuryBarbershop,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
mahoneypearson_dining_hall,Mahoney-Pearson Dining Hall,food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
mancaveformentheplazacoralgables,ManCave for Men - The Plaza Coral Gables,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
mankindgroomingservices,ManKind Grooming & Services,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
marujagilrealtor,"Maruja Gil PA, Realtor",real_estate,33134,real_estate,unlicensed,,,,,no active DBPR Real Estate Commission (corporations) license found in area
marys_cafeteria,Mary's Cafeteria,food_beverage,33133,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
masterpiecebarbersbarbershop,Masterpiece Barbers Barbershop,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
matsuri,Matsuri,food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
megaluxehomes,Mega Luxe Homes,real_estate,33134,real_estate,unlicensed,,,,,no active DBPR Real Estate Commission (corporations) license found in area
mesamarseafoodtable,MesaMar Seafood Table,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
miami_association_of_realtors,Miami Association of Realtors,real_estate,33146,real_estate,unlicensed,,,,,no active DBPR Real Estate Commission (corporations) license found in area
miamioldschoolbarbershopcoralgables,Miami Old School Barbershop - Coral Gables,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
micocos,Micocos,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
milamsmarketcoralgableseast,Milam's Market- Coral Gables (East),food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
millers_ale_house,Miller's Ale House,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
mint_leaf_indian_brasserie,Mint Leaf Indian Brasserie,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
miss_saigon,Miss Saigon,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
mistersrky,Mister Sparky,construction,33176,construction,unlicensed,,,,,no active DBPR Construction Industry license found in area
miyaresgroup,Miyares Group,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
moi_homemade_peruvian_bakery,Moi Homemade Peruvian Bakery,food_beverage,33143,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
monalisa_pizzeria_italian_restaurant,Monalisa Pizzeria Italian Restaurant,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
montes_de_oca,Montes de Oca,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
nicestbarbersbarbershop,Nicest Barbers Barbershop,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
obepowerchargingstation,Obe Power Charging Station,construction,33134,construction,unlicensed,,,,,no active DBPR Construction Industry license found in area
odebrecht,Odebrecht,construction,33134,construction,inactive_or_expired,FRO5274,,ODEBRECHT - CFE JOINT VENTURE,100,license FRO5274 status=
original_uncle_toms_barbecue,Original Uncle Tom's Barbecue,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
orno_miami,Orno Miami,food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
oscararellanocoralgablesrealtor,Oscar Arellano - Coral Gables Realtor,real_estate,33146,real_estate,unlicensed,,,,,no active DBPR Real Estate Commission (corporations) license found in area
ppole_pizza,P.Pole Pizza,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
panda_express,Panda Express,food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
panera_bread,Panera Bread,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
panorama_restaurant__sky_lounge,Panorama Restaurant & Sky Lounge,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
pascals_on_ponce,Pascal's On Ponce,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
siondelcielocoffee,Pasion del Cielo Coffee,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
peacock_garden,Peacock Garden,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
peets_coffee,Peet's Coffee,food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
pinecrestbakerycoralgables,Pinecrest Bakery - Coral Gables,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
pinochobakery,Pinocho Bakery,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
pizza_hut,Pizza Hut,food_beverage,33143,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
poke_305_grove,Poke 305 Grove,food_beverage,33133,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
pollo_tropical,Pollo Tropical,food_beverage,33144,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
prestigiousimagebarbershonds,Prestigious Image Barbershop and Spa,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
primary_windows,Primary Windows,construction,33134,construction,unlicensed,,,,,no active DBPR Construction Industry license found in area
priorealestate,prio.realestate,real_estate,33146,real_estate,unlicensed,,,,,no active DBPR Real Estate Commission (corporations) license found in area
publixsupermarketatdouglasgrand,Publix Super Market at Douglas Grand,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
publixsupermarketonmonzaave,Publix Super Market on Monza Ave,food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
publixsupermarketonslejeunerd,Publix Super Market on S Le Jeune Rd,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
quirchfoodshq,Quirch Foods HQ,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
rathskeller,Rathskeller,food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
rc_cafe,RC Cafe,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
rinconcito_superlatino_4,Rinconcito Superlatino 4,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
sabor_tropical_supermarket,Sabor Tropical Supermarket,food_beverage,33144,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
salty_donut,Salty Donut,food_beverage,33143,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
samicutz,Samicutz,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
sartori_amici_my_grooms_room,Sartori Amici / My Grooms Room,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
sebastians_cafe,Sebastian's Cafe,food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
shah_of_kebab,Shah of Kebab,food_beverage,33143,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
silver_mirror_facial_bar,Silver Mirror Facial Bar,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
sipsip_rum_bar,Sipsip Rum Bar,food_beverage,33133,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
smith_wollensky_restaurant,Smith & Wollensky Restaurant,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
smoothie_king,Smoothie King,food_beverage,33143,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
socal_cantina,Socal Cantina,food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
spritz,Spritz,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
starbucks,Starbucks,food_beverage,33143,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
sushi_by_scratch_restaurant,Sushi by Scratch Restaurant,food_beverage,33133,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
sweetmanifestocoralgables,Sweet Manifesto Coral Gables,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
swensens,Swensen's,food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
tcby,TCBY,food_beverage,33133,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
the_asian_kitchen,The Asian Kitchen,food_beverage,33155,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
the_bar,The Bar,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
the_brandon_company,The Brandon Company,real_estate,33146,real_estate,unlicensed,,,,,no active DBPR Real Estate Commission (corporations) license found in area
the_calta_group,The Calta Group,real_estate,33134,real_estate,unlicensed,,,,,no active DBPR Real Estate Commission (corporations) license found in area
the_corner_deli,The Corner Deli,food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
the_grove_spot,The Grove Spot,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
the_halal_shack,The Halal Shack,food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
the_hollywood_donut_factory,The Hollywood Donut Factory,food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
themensroombarbershop,The Men’s Room Barbershop,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
the_monica_betancourt_group_berkshire_hathaway_homeservices_,The Monica Betancourt Group @ Berkshire Hathaway HomeServices EWM Realty,real_estate,33146,real_estate,unlicensed,,,,,no active DBPR Real Estate Commission (corporations) license found in area
themunchbypumpmunch,The Munch by Pump & Munch,food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
the_plump_room,The Plump Room,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
thepsychologyteamofsouthflorida,"The Psychology Team of South Florida, P.A.",food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
thesanchezteamcoralgablesrealestateagentsdouglaselliman,The Sanchez Team – Coral Gables Real Estate Agents | Douglas Elliman,real_estate,33143,real_estate,unlicensed,,,,,no active DBPR Real Estate Commission (corporations) license found in area
thespotbarbershopmerrickrk,The Spot Barbershop - Merrick Park,food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
thespotbarbershopponce,The Spot Barbershop - Ponce,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
thewellgroomedgentlemanbarbershop,The Well Groomed Gentleman - Barbershop,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
tinainthegables,Tina in the Gables,food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
titanicbreweryrestaurant,Titanic Brewery & Restaurant,food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
titanic_restaurant_and_brewery,Titanic Restaurant and Brewery,food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
trustedelectricalsolutions,Trusted Electrical Solutions,construction,33176,construction,unlicensed,,,,,no active DBPR Construction Industry license found in area
upperkutz,Upper Kutz LLC,food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
ventanasrestaurantbarlounge,Ventanas Restaurant Bar & Lounge,food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
vickybakeryuniversityofmiami,Vicky Bakery University of Miami,food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
vicky_cafe,Vicky Cafe,food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
villagio,Villagio,food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
westchesterregionallibrary,Westchester Regional Library,food_beverage,33165,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
wolfeswineshoppe,Wolfe's WINE Shoppe,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
xmartpowerelectric,Xmart Power Electric,construction,33146,construction,unlicensed,,,,,no active DBPR Construction Industry license found in area
yaribarber,Yaribarber,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
