business_id,business_name,website
alchemyhairlab,Alchemy Hair Lab,https://book.squareup.com/appointments/0rnj7mu5ywg43s/location/LZA5F47KJ39MJ/services
aldi,Aldi,https://stores.aldi.us/fl/miami/3750-s-dixie-hwy
alegro_music_center,Alegro Music Center,https://blantonsupplies.com/
aleidamartinezfamilydaycarecenter,Aleida Martinez Family Day Care Center,http://www.schneidereyecenter.com/
alexallelectric,Alex All Electric,https://www.atmdepot.com/
alexexpressautoreir,Alex Express Auto Repair,http://www.alexexpressautorepair.com/
alexandersteclefinancialadvisor,Alexander S. Tecle - Financial Advisor,https://www.artigianomiami.com/
alfredoaizaguirre,"Alfredo A. Izaguirre, P.A.",https://www.izaguirrelaw.com/?utm_campaign=gmb
algo_law_firm,Algo Law Firm,https://algofirm.com
alhambra_station_cafe,Alhambra Station Cafe,https://alhambrastationcafe.com
alianza_strategies,Alianza Strategies,http://www.alianzalawfirm.com/contact.html
alice_bravo_assoc_llc,"Alice Bravo & Assoc., LLC",https://alicebravo.com
all_atlantic_benefits,All Atlantic Benefits,https://allatlanticbenefits.com
all_my_sons_moving_storage_of_miami_llc,"All My Sons Moving & Storage of Miami, LLC",https://allmysons.com
allcanes,allCanes,https://www.allcanes.com
allen_dyer_doppelt_gilchrist_pa,"Allen Dyer Doppelt + Gilchrist, P.A",https://allendyer.com
allen_morris_company,Allen Morris Company,http://www.allenmorris.com/
alliantinsuranceservices,Alliant Insurance Services Inc,https://alliant.com/
allianztrade,AllianzTrade,https://allianztrade.com
alliednorthamericainsurancebrokerageoffl,Allied North America Insurance Brokerage Of FL LLC,https://nsigroup.org/contact/coral-gables-fl-insurance/
almaadvertisingagency,Alma Advertising Agency,http://almaad.com/
almabellayoga,Alma Bella Yoga,
alo,ALO,https://dannyjelaca.com/
aloftcoralgables,Aloft Coral Gables,https://aloftcoralgables.com
aloft_miami_dadeland,Aloft Miami Dadeland,https://aloftdadeland.com
alpha_claims_consultants,Alpha Claims Consultants,https://alpha.claims
alpha_school_miami,Alpha School Miami,https://alpha.school
altotostadocoffeeroasters,Alto Tostado Coffee Roasters,https://www.altotostado.com/
alzheimers_association,Alzheimers Association,https://alz.org/miamiwalk
aman_barber_shop,AMan Barber Shop,https://www.a-manbarbershop.com/
amauryjewelry,Amaury Jewelry,http://www.seyboldjewelry.com/
amc_sunset_place_24,AMC Sunset Place 24,https://www.amctheatres.com/movie-theatres/miami-ft-lauderdale/amc-sunset-place-24
amerant_bank,Amerant Bank,https://amerantbank.com
america_red_cross__south_florida,America Red Cross - South Florida,https://www.redcross.org/local/florida/south-florida/about-us/locations/greater-miami-the-keys.html?CID=organic_gmb_listings
american_airlines,American Airlines,https://aa.com
american_cancer_society,American Cancer Society,https://cancer.org
americanchildrensorchestras,American Children's Orchestras,https://locations.coinflip.tech/us/nc/garner/401-benson-road
american_heart_association,American Heart Association,https://heart.org/FL
american_legion_post_98,American Legion Post 98,https://alpost98.org
american_red_cross,American Red Cross,https://redcross.org/southflorida
american_transportation_limo,American Transportation & Limo,https://americanlimofl.com
americanakitchenatloews,Americana Kitchen At Loews,https://www.americanakitchen.com/
amerifirstconstructioncgc1507077,Amerifirst Construction Corp - CGC # 1507077,http://www.acbotax.com/
amigogrio,Amigo Grill & Co,http://amigogrillandco.com/
amigostutoringcoralgables,Amigos Tutoring (Coral Gables),http://amigostutoring.com/
amorerestaurantandbar,Amore Restaurant and Bar,https://thatsamorerestaurant.com/
amscot,Amscot,https://www.amscot.com/location/branch-224/3980-sw-8th-st-coral-gables-fl-33134?utm_source=GMB&utm_medium=organic&utm_content=branch224&utm_campaign=website_button
ana_b_garcia_cpa,"Ana B. Garcia, CPA",https://anabgarciacpa.com
animalclinic843,Animal Clinic 8 & 43,https://vcahospitals.com/south-dade?utm_source=maps&utm_medium=organic&utm_campaign=AU_1058
animal_clinic_of_miamidade,Animal Clinic of Miami-Dade,https://animalclinicofmiadade.com/
ann_taylor,Ann Taylor,https://anntaylor.com
anne_rezac_design,Anne Rezac Design,https://annerezac.com
ansbacherlaw,Ansbacher Law,https://www.ansbacher.net/
anthemadvisors,Anthem Advisors,http://www.cflgcpa.com/
anthony_r_abraham_foundation,Anthony R. Abraham Foundation,https://abrahamfoundation.com
anthropologie,Anthropologie,https://www.anthropologie.com/stores/village-of-merrick-park-coral-gables?utm_medium=organic&utm_source=google&utm_campaign=local&utm_content=440
antonioperezc,"Antonio Perez CPA, P.A.",https://www.antoniocpa.com/
apexengineering,Apex Engineering,
apizza_brooklyn,Apizza Brooklyn,http://www.apizzabrooklyn.com/
aps_security_group_inc,APS Security Group Inc.,https://apsmiami.com
apti_american_physical_therapy_institute,APTI American Physical Therapy Institute,
ara_gallery_cultural_center,Ara Gallery Cultural Center,https://americascollection.com/
araneyeassociatescoralgables,Aran Eye Associates - Coral Gables,http://www.araneye.com/
arbys,Arby's,https://www.arbys.com/locations/us/fl/miami/6760-sw-8th-st/store-167/
arcano_sabores_de_esencia_hispana,Arcano  Sabores de Esencia Hispana,https://arcanomiami.com
architectural_design_collaborative_inc,Architectural Design Collaborative Inc.,https://adcinternational.net
archivist_cafe,Archivist Cafe,https://dineoncampus.com/miami
arcoagentinsurance,Arco Agent Insurance Inc,http://www.arcoagent.com/
area_stage_company,Area Stage Company,https://areastage.org
arhaus,Arhaus,https://www.arhaus.com/pages/coral-gables-fl
arias__abbass_your_attorneys,Arias & Abbass Your Attorneys,https://talktomyattorneys.com
armandolaciosbarberstudiocoralgables,Armando Palacios Barber Studio - Coral Gables,http://www.selabeautystudio.com/
armstrong_jazz_house,Armstrong Jazz House,https://armstrongjazzhouse.com
aromas_del_peru,Aromas del Peru,https://aromasperu.com/locations/west-miami/
arpeengineering,ARPE Engineering,http://www.arpe-eng.com/
arrowheadnurseryandkindergarten,Arrowhead Nursery and Kindergarten,http://www.arrowheadkinder.com/
arte_cucine,ARTE CUCINE,https://artecucine.com
arteysafe,Arte y Pasión Cafe,http://arteypasioncafe.com/
artefactocoralgables,Artefacto Coral Gables,https://www.artefacto.com/
arthur_j_gallagher,Arthur J. Gallagher,https://ajg.com
arthur_murray_coral_gables_dance_studio,Arthur Murray Coral Gables Dance Studio,https://arthurmurray.com
arthurmurraydancestudiocoralgables,Arthur Murray Dance Studio Coral Gables,
arthur_murray_international_inc,Arthur Murray International Inc.,https://arthurmurray.com
artigiano_inc,Artigiano Inc.,https://artigianomens.com
artisanbeautystudioandartgallery,Artisan Beauty Studio and Art Gallery,https://rbsbookings.as.me/
artlabbcoralgables,ArtLabbé Coral Gables,http://www.artlabbe.org/
arts_business_council_of_miami,Arts & Business Council of Miami,https://artsbizmiami.org
arvani_group_llc,"Arvani Group, LLC",https://arvanibwllc.com
arx_creative,ArX Creative,https://arxcreative.com
aryahotelandsuitescoconutgroveworldhotelsdisttive,"Arya Hotel and Suites Coconut Grove, WorldHotels Distinctive",https://animalhospitalcoconutgrove.com/
asplumbingheatingcoralgables,AS Plumbing & Heating Coral Gables,
ascendant_insurance_solutions_llc,"Ascendant Insurance Solutions, LLC",https://ascendantgroup.com
ascendo_resources_llc,"Ascendo Resources, LLC",https://ascendo.com
ascension_global_staffing_executive_search,Ascension Global Staffing & Executive Search,https://ascensionsearch.com
ascensiondescension,Ascension/Descension,http://ascensionhealingcenterswfl.com/
ashleystore,Ashley Store,https://stores.ashleyfurniture.com/store/us/north-carolina/burlington/1439-university-dr/?cmpid=ls-&utm_source=Local&utm_medium=LocalSEO&utm_campaign=LocalSearch
asia_grocery,Asia Grocery,
asiannailsands,Asian Nails and Spa,
asian_thai_kitchen,Asian Thai Kitchen,https://sw8th.asianthaikitchenonline.com
astorwinesspirits,Astor Wines & Spirits,
att,AT&T,https://att.com
atkinsengineers,"Atkins Engineers, Inc.",
atlanticcrystalsconstruction,Atlantic Crystals Construction,
attractions,Attractions,https://fairchildgarden.org
au_advisors,Au Advisors,https://strikeau.com
auburndaleelementaryschool,Auburndale Elementary School,https://auburndaleelem.com/
audi,Audi,https://www.thecollectionaudimiami.com/
audio_visual_company,Audio Visual Company,https://showtechinc.com
audrey_ross_team_compass_florida,Audrey Ross Team  Compass Florida,https://miamirealestate.com
audrey_ross_team_compass,Audrey Ross Team - Compass,https://www.miamirealestate.com/
aurora_academy,Aurora Academy,http://www.aacademy.org/
auroramedinafamilydaycarehome,Aurora Medina Family Day Care Home,https://ornatehome.com/?utm_source=google&utm_medium=GBP&utm_campaign=charlottelocal
autonation_chevrolet,AutoNation Chevrolet,https://www.autonationchevroletcoralgables.com/?&utm_source=local&utm_medium=organic&utm_campaign=*000012248*GMB
autonationchevroletcoralgables,AutoNation Chevrolet Coral Gables,
autonationchevroletcoralgablesservicecenter,AutoNation Chevrolet Coral Gables Service Center,http://www.animalhealthrehab.com/
autozone,AutoZone,https://www.autozone.com/locations/fl/west-miami/6010-sw-8th-st.html
avalonsalon,Avalon Salon,http://avalonmiami.com/
avante_insurance_group_llc,"Avante Insurance Group, LLC",https://avantenea.com
avantgarde_salon_spa,AvantGarde Salon & Spa,https://avantgardesalonandspa.com
avenuesgifts,Avenues Gifts,
avenues_of_excellence_inc,Avenues of Excellence Inc.,https://avenuesofexcellence.com
avetranifinancialnorthwesternmutual,Avetrani Financial - Northwestern Mutual,
avis,Avis,https://www.avis.com/en/locations/us/fl/coral-gables/lhcgf
avison_young,Avison Young,https://avisonyoung.us
avomiami,Avo Miami,https://avo-miami.com/
azucar_nightclub,Azucar Nightclub,
azzendo_wealth_advisors,Azzendo Wealth Advisors,https://azzendo.com
brelectronicssupply,B & R Electronics Supply,http://www.acehardware.com/store-details/19199?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=19199
bcarchitectsaia,"B C Architects AIA, Inc.",
babette,Babette,
bacardi_usa,Bacardi USA,https://bacardi.com
bachour,Bachour,
bachour_bakery,Bachour Bakery,http://www.antoniobachour.com/
bachour_restaurant_and_bakery,Bachour Restaurant and Bakery,https://antoniobachour.com
baires_grill__coral_gables,Baires Grill - Coral Gables,https://www.bairesgrill.com/
ball_chain,Ball & Chain,https://madroomhospitality.com
ball_janik,Ball Janik,https://balljanik.com
banesco_usa,Banesco USA,https://banescousa.com
banfieldpethospital,Banfield Pet Hospital,https://banfield.com
bank_of_america,Bank of America,https://bankofamerica.com
bankofamericawithdrivethruatm,Bank of America (with Drive-thru ATM),https://locations.bluefoundrybank.com/blue-foundry-bank-8a558df4fc28?utm_source=google&utm_medium=Yext
bankofamericafinancialcenter,Bank of America Financial Center,https://locators.bankofamerica.com/fl/coconutgrove/financial-centers-coconut-grove-13027.html?utm_source=GMBlisting&utm_medium=organic
bankmiami,BankMiami,https://pichinchamiami.com/
bankunited,BankUnited,https://www.bankunited.com/
banna_fakhoury_pa,"Banna Fakhoury, PA",https://bannamiami.com
banyandayschool,Banyan Day School,
baptisthealthbrainspinecarecoralgablesdoctorshospital,Baptist Health Brain & Spine Care | Coral Gables (Doctors Hospital),https://www.dadelandanimalhospital.com/
baptisthealthconciergemedicinecoralgablesbelmontvillage,Baptist Health Concierge Medicine | Coral Gables (Belmont Village),
baptisthealthdoctorshospital,Baptist Health Doctors Hospital,https://baptisthealth.net/locations/hospitals/doctors-hospital?utm_source=yext&utm_medium=google&utm_campaign=listing&y_source=1_MTIwNTAyMzUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
baptisthealthdoctorshospitalercoralgables,Baptist Health Doctors Hospital ER | Coral Gables,
baptisthealthphysicaltherapyrehabilitationcoralgables,Baptist Health Physical Therapy & Rehabilitation | Coral Gables,
baptisthealthprimarycarecoralgablesbelmontvillage,Baptist Health Primary Care | Coral Gables (Belmont Village),https://baptisthealth.net/locations/primary-care/coral-gables-primary-care?y_source=1_MTAzMDcyNjAwNC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
baptist_health_south_florida,Baptist Health South Florida,https://baptisthealth.net
baptisthealthsurgerycentercoralgables,Baptist Health Surgery Center | Coral Gables,
baptisthealthsurgerycoralgablesdoctorshospital,Baptist Health Surgery | Coral Gables (Doctors Hospital),
baptisthealthurgentcarecoralgables,Baptist Health Urgent Care | Coral Gables,
baptist_rehabilitation_hospital,Baptist Rehabilitation Hospital,https://baptisthealth.net/locations/physical-rehabilitation-centers/baptist-health-physical-therapy-and-rehabilitation---coral-gables?utm_source=yext&utm_medium=google&utm_campaign=listing&y_source=1_MTIwNTAzMTAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
barakatbossa,BARAKAT + BOSSA,https://b2b.legal
barbell,Barbell,https://www.startingstrengthgyms.com/miami/
barberstudiomi,Barber Studio M.I,https://www.transformativemindset.com/
barbershop_god_is_love,Barbershop God is Love,https://god-is-love-1995.square.site/
barbynailss,Barby Nails Spa,
bardos_caffe,Bardo's Caffe,
barnes__noble,Barnes & Noble,https://stores.barnesandnoble.com/store/2878
barracuda,Barracuda,https://www.instagram.com/barracudagrove/
barrington_academy,Barrington Academy,http://www.barringtonacademy.com/
bascomlmereyeinstitutethelennarfoundationmedicalcenter,Bascom Palmer Eye Institute The Lennar Foundation Medical Center,http://bascompalmer.org/
basilicoristorantecoralgables,Basilico Ristorante Coral Gables,
batteries__bulbs,Batteries + Bulbs,https://www.batteriesplus.com/store-locator/fl/miami/batteries-plus-854?utm_source=gmb&utm_medium=local&utm_campaign=bpb&storecode=854
batteryrkwinespirits,Battery Park Wine & Spirits,
bay13breweryandkitchen,Bay 13 Brewery And Kitchen,
bay_plumbing_company,Bay Plumbing Company,https://bayplumbingco.com
bayshore_club_bar__grill,Bayshore Club Bar & Grill,https://bayshoreclubmiami.com/
bayshorewealthadvisors,Bayshore Wealth Advisors,
bayview_pace,Bayview Pace,https://www.bayviewpace.com
bean_automotive_group_lexus_of_kendallkendall_toyota,Bean Automotive Group Lexus of Kendall/Kendall Toyota,https://beanauto.com
beasley_demos_brown_llc,"Beasley, Demos & Brown, LLC",https://beasleydemos.com
beatriznavarrogoudieantillesrealty,"Beatriz Navarro Goudie, Antilles Realty",
beauchampconstructionco,Beauchamp Construction Co Inc,http://www.acehardware.com/store-details/02479?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=02479
beauty__the_butcher,Beauty & The Butcher,https://www.beautyandthebutchermiami.com/
beautyatelier,Beauty Atelier,
beckercoralgablesfl,"Becker, Coral Gables, FL",
beehive_juice_bar,Beehive Juice Bar,https://www.beehivejuicebarandcafe.getsauce.com/
beharfontrtnersrobertbeharjavierfont,"Behar Font & Partners, P.A. - Robert Behar & Javier Font",
bellrosquetereyesestebanp,Bell Rosquete Reyes Esteban PLLC,http://brresq.com/
bellefleur,Belle Fleur,http://www.bfleur.com/
belleza_femenina,Belleza Femenina,https://bfshapewear.com
bellezza,Bellezza,
bello_dental_center,Bello Dental Center,http://www.bellodental.com/
belmont_bank_trust,Belmont Bank & Trust,https://belmontbank.com
belmont_village_senior_living,Belmont Village Senior Living,https://belmontvillage.com
benesch_investment_group,Benesch Investment Group,https://beneschinvestmentgroup.com
benihana,Benihana,
benitez_dental_center,Benitez Dental Center,https://benitezdentalcenter.com
benjaminlaurelreedmd,"Benjamin Laurel Reed, MD",http://www.miamiwomensobgyn.com/
bennett_capital_partners_mortgage_brokers,Bennett Capital Partners Mortgage Brokers,https://bcpmortgage.com
bercow_radell_fernandez_larkin_and_tapanes_pllc,"Bercow Radell Fernandez Larkin and Tapanes, PLLC.",https://brzoninglaw.com
berger_singerman,Berger Singerman,https://bergersingerman.com
berkshire_hathaway_homeservices_ewm_realty,Berkshire Hathaway HomeServices EWM Realty,https://emmag.ewm.com
bermello_ajamil_partners_inc,"Bermello, Ajamil & Partners, Inc.",https://bermelloajamil.com
bermontgoldwealthadvisoryofraymondjames,Bermont Gold Wealth Advisory of Raymond James,
best_buy,Best Buy,https://stores.bestbuy.com/fl/miami/8450-s-dixie-hwy-557.html
best_practices_title_llc,"Best Practices Title, LLC",https://bestpracticestitle.com
bestwesternplusmiamiintlairporthotelsuitescoralgables,Best Western Plus Miami Intl Airport Hotel & Suites Coral Gables,http://www.babyfurnitureplus.net/
besthvacairconditioningreirs,BestHVAC Air Conditioning Repairs,
betheldaycarecenter,Bethel Day Care Center,
better_addiction_care,Better Addiction Care,http://www.bwom.org/
better_business_bureau_serving_se_florida_the_caribbean,Better Business Bureau Serving SE Florida & the Caribbean,https://bbb.org
bevi,Bevi,https://bevi.co
beyome,beyome,https://www.beyome.com
bg_integrative_studio,BG Integrative Studio,https://bgmedtattoo.com
bgi_capital,BGI Capital,https://bgicapital.com
bid_daddys_wine__liquors,Bid Daddy's Wine & Liquors,http://www.bigdaddysliquors.com/
big_brothers_big_sisters_of_miami,Big Brothers Big Sisters of Miami,https://bbbsmiami.org
big_diamond_1982,"Big Diamond, 1982",
bike_tech,Bike Tech,https://www.facebook.com/profile.php?id=61571070950866
bilingualcooperativepreschool,Bilingual Cooperative Preschool,
biltmorehotelmiamicoralgables,Biltmore Hotel Miami Coral Gables,https://www.biltmorehotel.com/
biltmoresignaturesundaybrunch,Biltmore Signature Sunday Brunch,
bioenergy_wellness_south_miami,Bioenergy Wellness South Miami,https://bioenergywellnessmiami.com
bioseafood_llc,"Bioseafood, LLC",https://bioseafoodllc.com
birdie_bistro,Birdie Bistro,https://birdiebistro.co
birdies_bistro,Birdie's Bistro,https://birdiebistro.co/
bistrocaf,Bistro Café,https://instagram.com/bistrocaferest
bixtech,BIX Tech,
bjs_wholesale_club,BJ's Wholesale Club,https://www.bjs.com/cl/miami/0367/?trc=locl%7Cggmb%7Cweb%7Cxlob%7Cxlob%7Clocdist%7C0367%7Cstore%7C20240816
bkwinedepot,Bk Wine Depot Corp.,https://branches.bitcoindepot.com/nj/ramsey/bitcoin-atm/9000753197?utm_source=google&utm_medium=local&utm_campaign=google-local
blacklane,Blacklane,https://blacklane.com
blackmoreconsulting,Blackmore Consulting,https://blackmoreconsulting.com
blanca_fragrance_factory,Blanca Fragrance Factory,https://blancafragrancefactory.com
blanco_law_firm_pllc,"Blanco Law Firm, PLLC",https://blancointl.com
blankdesignarchitecture,blank design + architecture,
blaremedia,Blare Media,https://blaremedia.net
blinkingowleyecare,Blinking Owl Eyecare,https://local.lenscrafters.com/eyedoctors/fl/coral-gables/358-san-lorenzo-avenue.html?cid=yext_odLCODE896-110000910&y_source=1_Mjc5NDc5NzEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
bliss_beautique,Bliss Beautique,https://blissbeautique.com
bliss_imprints_gifts,Bliss Imprints & Gifts,https://blissimprints.com
blockadvisors,Block Advisors,https://www.blockadvisors.com/tax-office-near-me/florida/coral-gables/8470/?otppartnerid=9308&campaignid=pw_mcm_9308_9762&utm_medium=local
blondebarberbarbershopcoralgables,Blondebarber Barbershop - Coral Gables,
bloomboutique,Bloom Boutique,http://www.shopbloomboutique.com/
blue_columbia_holdings,Blue Columbia Holdings,https://lexreception.com
bluedaisymediamediabuyingagencyinmiami,Blue Daisy Media | Media Buying Agency in Miami,
blue_missions,BLUE Missions,https://bluemissions.org
blueserenityboutique,Blue Serenity Boutique,http://www.blueserenityboutique.com/
blue_sky_food_by_the_pound,Blue Sky Food by the Pound,
blueprint_it_consulting_llc,"Blueprint IT Consulting, LLC",https://blueprintitconsult.com
bmsinsuranceagencyofflorida,BMS Insurance Agency of Florida LLC,https://agroupservices.com/?utm_source=google&utm_medium=local&utm_campaign=google-local-72420
bndengineers,"BND Engineers, Inc.",
bobs_watches,Bob's Watches,https://www.bobswatches.com/rolex/miami
bobsdiscountfurnitureandmattressstore,Bob’s Discount Furniture and Mattress Store,https://www.mybobs.com/store/north-carolina/cary/?utm_medium=local&utm_source=maps&utm_campaign=Yext&utm_term=&utm_content=
boca_group,BOCA Group,https://bocagroup.com
bodegabarcoralgables,Bodega Bar Coral Gables,
bodega_taqueria_y_tequila,Bodega Taqueria y Tequila,https://www.bodegataqueria.com/
bodybrainyogataichi,Body & Brain Yoga Tai Chi,
bodyhotpilates,Body Hot Pilates,https://bodyhotpilates.com/
boladoclothiers,Bolado Clothiers,
bolivar__humboldt,Bolivar & Humboldt,http://www.bolivarmiamibeach.com/
boma_miamidade,BOMA MiamiDade,https://bomamiamidade.org
boo_zamek,Boo Zamek,https://compass.com/agents/provincezamek
bookhorizons,Book Horizons,
booksbookscafe,Books & Books Cafe,https://booksandbooks.com
books_books_inc,"Books & Books, Inc.",https://booksandbooks.com
borbollainsuranceagencies,Borbolla Insurance Agencies Inc,https://agents.allstate.com/borbolla-insurance-agencies-inc-coral-gables-fl.html?utm_source=GMB&utm_medium=Website
borbollainsuranceagenciesallstateinsurance,Borbolla Insurance Agencies Inc: Allstate Insurance,
borgognonilawpl,Borgognoni Law PL,
borkat_plumbing_services_llc,"Borkat Plumbing Services, LLC",https://borkatplumbing.com
bosss_hair_salon,Bosss Hair Salon,http://www.bossahairsalon.com/
boston_market,Boston Market,https://www.bostonmarket.com/location/fl/miami/3600-sw-22nd-street?utm_source=Yext&utm_medium=click&utm_campaign=listings&utm_content=1067
bouchon,Bouchon,https://thomaskeller.com/coralgablesflorida/bouchonbistro
bouchonbistro,Bouchon Bistro,
bouchonwineshop,Bouchon Wine Shop,
bounds_law_offices,Bounds Law Offices,https://bounds.law
bounkit,BOUNKIT,
bowden_wealth_management_group_at_bank_of_america_merrill_ly,Bowden Wealth Management Group at Bank of America / Merrill Lynch,https://advisor.ml.com/sites/fl/miamibrickell/bowdenassociates
bowesdermatologyisnowofficiallyriverchasedermatologymiami,Bowes Dermatology is now officially Riverchase Dermatology Miami,http://thenandnowestatesales.com/
bp,BP,https://map.bp.com/en-US/US/gas-station/coral-gables/bp/18830227992963313400100000000000
bp_shop,BP Shop,https://map.bp.com/en-US/US/gas-station/coral-gables/bp/18830227992963313400100000000000
baccountingservices,BPA Accounting Services Inc,https://www.exectaxservices.com/
braman_honda,Braman Honda,https://bramanhonda.com
branches,Branches,https://branchesfl.org
brand_poets,Brand Poets,https://brandpoets.com
brandis,BRANDI'S,
brasfield_gorrie_llc,"Brasfield & Gorrie, LLC",https://brasfieldgorrie.com
breakfreemovement,Break Free Movement,http://thebreakfreemovement.com/
breakthrough_t1d,Breakthrough T1D,https://breakthrought1d.org
brightviewlandscape,BrightView Landscape,https://brightview.com
brijbagbernharddo,Brijbag Bernhard DO,
