business_id,business_name,contact_name,phone,website,address,lat,lon,postcode,neighborhood_area,category_primary,category_secondary,price_tier,rating_primary_value,rating_primary_source,rating_primary_review_count,top_delights,top_pain_points,osint_confidence,validation_tier,red_flag_present,red_flag_severity,red_flag_notes,chamber_member,source_file,batch_id,last_reviewed_date
johnmartins,JohnMartin's,Mr. Tony Guerra,(305) 209-0609,johnmartinsmiami.com,,,,,Coral Gables,food_beverage,Restaurants  Sports Bar,$$,4.0,Google/Yelp (Agent 1),,Sports bar energy,Music/vibe mismatch post-renovation,0.75,High,N,,,Y,CGCC+A1,CG-OSINT-20260211-v3.0,2026-02-11
seasons52,Seasons 52,Mr. Fernando Orms,(305) 442-8552,seasons52.com,321 Miracle Mile,25.7496759,-80.2613009,33134,Miracle Mile,food_beverage,Restaurants  American,$$,4.8,Google/Yelp (Agent 1),,Fresh seasonal menu,Temperature control (35% complaints),0.90,High,Y,Warning,Cold dining room killing experience,Y,CGCC+OSM+A1,CG-OSINT-20260211-v3.0,2026-02-11
aloftralgables,Aloft Coral Gables,Mr. Daniel Suarez,(305) 442-0372,aloftcoralgables.com,,25.7476969,-80.2630899,33134,Coral Gables,hospitality,Hotels & Resorts,$$$,4.3,Google/Yelp (Agent 1),,Modern amenities + friendly staff,Lost property service failures,0.90,High,N,,,Y,CGCC+OSM+A1,CG-OSINT-20260211-v3.0,2026-02-11
hyattregencyralgables,Hyatt Regency Coral Gables,Mr. Mario J. Terran,(305) 441-1234,coralgables.hyatt.com,,,,,Coral Gables,hospitality,Hotels & Resorts,$$$,4.1,Google/Yelp (Agent 1),,Excellent service + spacious rooms,Dirty vents + horrendous mattresses,0.90,High,Y,Warning,Operational excellence = guest delights,Y,CGCC+A1,CG-OSINT-20260211-v3.0,2026-02-11
barakatbossa,BARAKAT + BOSSA,"Mr. Brian Barakat, Esq.",(305) 444-3114,b2b.legal,,,,,Coral Gables,legal,Attorneys  Commercial Litigation,$$$,5.0,Google/Yelp (Agent 1),,Chambers-ranked + premium service,None identified,0.90,High,N,,,Y,CGCC+A1,CG-OSINT-20260211-v3.0,2026-02-11
epgdbusinesslaw,EPGD Business Law,"Mr. Eric P. GrosDubois, Esq.",(786) 837-6787,epgdlaw.com,,,,,Coral Gables,legal,"Attorneys  Estate Planning, Trusts & Probate",$$$,3.5,Google/Yelp (Agent 1),,Some positive relationships,Billing fraud allegations + ethics,0.75,High,Y,Warning,Professional thieves per reviews,Y,CGCC+A1,CG-OSINT-20260211-v3.0,2026-02-11
thesaadelawfirm,"The Saade Law Firm, P.A.",Mr. Gabriel Saade,(786) 633-1114,saadelaw.com,,,,,Coral Gables,legal,"Attorneys  Patent, Trademark & Copyright Law",$$$,,,,No public data,No public data,0.75,High,N,,,Y,CGCC+A1,CG-OSINT-20260211-v3.0,2026-02-11
ralgablesgraphics,Coral Gables Graphics,Mr. Martin Morcillo,(305) 351-3210,coralgablesgraphics.com,,,,,Coral Gables,marketing,Advertising Specialties / Promotional Products,$$$,,,,Chamber member,Limited data,0.75,High,N,,,Y,CGCC+A1,CG-OSINT-20260211-v3.0,2026-02-11
booksbooks,"Books & Books, Inc.",Mr. Mitchell Kaplan,(305) 442-4408,booksandbooks.com,,,,,Coral Gables,other,"Book Dealers, Stores & Depositories",$$,4.3,Google/Yelp (Agent 1),,Intellectual community feel,Slow service + staff coordination,0.90,High,N,,,Y,CGCC+A1,CG-OSINT-20260211-v3.0,2026-02-11
optfirst,OptFirst Inc.,Mr. John Kriney,(305) 401-4983,optfirst.com,,,,,Coral Gables,other,Website Developers and Designers,$$,4.6,Google/Yelp (Agent 1),,Google certified + 24-year veteran,Limited recent reviews,0.90,High,N,,,Y,CGCC+A1,CG-OSINT-20260211-v3.0,2026-02-11
toskasfacialbar,Toska Spa & Facial Bar,Ms. Charlotte Prescott,(786) 536-2998,toskaspa.com,,,,,Coral Gables,personal_services,Beauty Salon & Spa,$$,4.7,Google/Yelp (Agent 1),,Celebrity clientele + results,Premium pricing accessibility,0.75,High,N,,,Y,CGCC+A1,CG-OSINT-20260211-v3.0,2026-02-11
shoporigen,Shop Origen Corp.,Ms. Elisa Londono,(305) 934-1270,shop-origen.com,,,,,Coral Gables,retail,Boutique/Jewelry Store,$$,4.0,Google/Yelp (Agent 1),,Award-winning (Best Boutique 2024-25),Relocation transition period,0.75,High,N,,,Y,CGCC+A1,CG-OSINT-20260211-v3.0,2026-02-11
shopsatmerrickrk,Shops at Merrick Park,Mr. Carlos Limontes,(305) 529-1215,shopsatmerrickpark.com,358 San Lorenzo Avenue,25.7315619,-80.2601452,33146,Bird Road Corridor,retail,Retail,$$,4.5,Google/Yelp (Agent 1),,Mediterranean architecture + luxury,Parking fees + extreme heat,0.90,High,N,,,Y,CGCC+OSM+A1,CG-OSINT-20260211-v3.0,2026-02-11
equinox,EQUINOX,Mr. Matt Pinder,(786) 497-8200,equinox.com/clubs/florida/coralgables,,,,,Coral Gables,wellness,Fitness Centers & Personal Trainers,$$$$,3.8,Google/Yelp (Agent 1),,Eucalyptus smell + clean facility,Unethical PT sales + no pool,0.90,High,Y,Warning,Deceptive practices = brand risk,Y,CGCC+A1,CG-OSINT-20260211-v3.0,2026-02-11
stretchzoneralgables,Stretch Zone Coral Gables,Mr. Stephen Montalto,(786) 636-1306,stretchzone.com/locations/coralgables,,,,,Coral Gables,wellness,Health/Wellness,$$,4.1,Google/Yelp (Agent 1),,Effective for committed users,oYs Auto-renewal + bait-and-switch,0.75,High,Y,Warning,Trust = deal-breaker for SaaS,Y,CGCC+A1,CG-OSINT-20260211-v3.0,2026-02-11
acuntingtoscale,Accounting to Scale,Mr. Daniel Gonzalez,(305) 503-2814,accountingtoscale.com,,,,,Coral Gables,accounting,Accounting & Tax Services,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
anabgarciac,"Ana B. Garcia, CPA",Ms. Ana Garcia,(305) 336-2487,anabgarciacpa.com,,,,,Coral Gables,accounting,Accounting & Consulting,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
castillomnyc,"Castillo & Company, CPA, P.A.","Ms. Martha Castillo, CPA",(305) 446-4670,castilloandcompany.com,,,,,Coral Gables,accounting,CPA Firm,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
eisneramper,EisnerAmper,Mr. Michael Nazlis,(305) 371-6200,eisneramper.com,,,,,Coral Gables,accounting,Accounting & Tax Services,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
gemrt,"GEMRT & Co., LLP",Mr. Juan Carlos Gonzalez,(305) 529-5440,gemrtcpa.com,,,,,Coral Gables,accounting,CPA Firm,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
garciasantamara,Garcia Santa Maria,Mr. Eric E. Santa Maria,(305) 448-0404,gsmcpas.com,,,,,Coral Gables,accounting,Accounting & Tax Services,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
ksdtc,"KSDT, CPA",Mr. Eugene Diaz,(305) 670-3370,ksdtcpa.com,,,,,Coral Gables,accounting,Accounting & Tax Services,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
miamiguitars,Miami Guitars,,,,6703 Southwest 40th Street,25.7336483,-80.3031831,33146,Bird Road Corridor,accounting,accountant,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
miamicfo,MiamiCFO,Mr. Rich Pototsky,(305) 676-6977,miami-cfo.com,,,,,Coral Gables,accounting,Accounting & Tax Services,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
nrcsandbusinessadvisors,NR CPAs and Business Advisors,Mr. Nischay Rawal,(305) 978-1533,nrcpas.com,,,,,Coral Gables,accounting,CPA/Accountant,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
perezabreuaguerreberesueirotorrespl,"PerezAbreu, Aguerrebere, Sueiro & Torres, P.L.","Mr. Carlos PerezAbreu, CPA",(305) 567-0150,paast.com,,,,,Coral Gables,accounting,CPA Firm,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
schecknerhetenyipl,"Scheckner & Hetenyi, PL","Mr. Marcell Hetenyi, CPA",(305) 379-0603,,,,,,Coral Gables,accounting,Accounting & Tax Services,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
sharffwittmerkurtzjacksondiaz,"Sharff, Wittmer, Kurtz, Jackson, & Diaz, P.A.",Mr. Luis E. Diaz,(305) 666-7229,,,,,,Coral Gables,accounting,CPA Firm,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
themolierigroup,The Molieri Group,Ms. Sonia Pascual,(786) 742-2001,molierigroupcpa.com,,,,,Coral Gables,accounting,Accounting & Consulting,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
veridian,Veridian,Mr. John Lowell,(305) 928-6822,hancockaskew.com,,,,,Coral Gables,accounting,Accounting & Consulting,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
zafarfrancuzmny,"Zafar Francuz & Company, LLC","Mr. Greg Francuz, CPA, MBA",(305) 281-3954,zafarcpas.com,,,,,Coral Gables,accounting,CPA Firm,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
amcsunsetplace24,AMC Sunset Place 24,,,https://www.amctheatres.com/movie-theatres/miami-ft-lauderdale/amc-sunset-place-24,5701 Sunset Drive,25.7049663,-80.2862985,33143,Sunset / South Gables,arts_culture,cinema,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
actorsplayhouseatthemiracletheatre,Actors' Playhouse at the Miracle Theatre,Ms. Barbara Stein,(305) 444-9293,actorsplayhouse.org,280 Miracle Mile,25.7492488,-80.260328,33134,Miracle Mile,arts_culture,Theatres,$$,,,,,,0.55,Moderate,N,,,Y,CGCC+OSM,CG-OSINT-20260211-v3.0,2026-02-11
aloftmiamidadeland,Aloft Miami Dadeland,Ms. Gabriela Bilkay,(786) 451-7023,aloftdadeland.com,,,,,Coral Gables,arts_culture,Apartment Rentals,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
aragalleryculturalcenter,Ara Gallery Cultural Center,,,,,25.764874,-80.255662,33133,Coral Gables,arts_culture,gallery,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
azucarnightclub,Azucar Nightclub,,,,,25.7481022,-80.2459477,33133,Coral Gables,arts_culture,nightlife,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
cinpolisluxurycinemas,Cinepolis Luxury Cinemas,,,,3105 Grand Avenue,25.7287012,-80.2423659,33133,Douglas Road Corridor,arts_culture,cinema,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
cityofralgables,City of Coral Gables,Mr. Peter Iglesias,(305) 446-6800,coralgables.com,,,,,Coral Gables,arts_culture,Government Departments & Associations,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
nutgroveplayhouse,Coconut Grove Playhouse,,,,,25.7260174,-80.244975,33134,Douglas Road Corridor,arts_culture,theatre,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
ralgablesinternationalartcenter,Coral Gables International Art Center,,,,,25.763864,-80.284283,33134,Coral Gables,arts_culture,gallery,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
ralgablesmuseum,Coral Gables Museum,Mr. Elvis Fuentes,(305) 603-8067,coralgablesmuseum.org,,,,,Coral Gables,arts_culture,Museums,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
sfordcinema,Cosford Cinema,,,https://cosfordcinema.com,,25.7226195,-80.2772367,33146,University of Miami Area,arts_culture,theatre,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
dancesway,Dance Sway,,,,,25.7328518,-80.3097817,33143,Bird Road Corridor,arts_culture,dance,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
fibainternationalbasketballfederation,FIBA (International Basketball Federation),Ms. Rafaela Rivera,(917) 645-2137,fiba.basketball,,,,,Coral Gables,arts_culture,Sporting Events & Entertainment,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
frostsciencemuseum,Frost Science Museum,Ms. Edie Pearson,(305) 434-9592,frostscience.org,,,,,Coral Gables,arts_culture,Museums,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
gablestage,GableStage,Ms. Kate Kramitz,(305) 4461116 x307,gablestage.org,,,,,Coral Gables,arts_culture,Theatres,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
gablesponce,Gables Ponce,Ms. Stephanie Bodie,(305) 667-5700,gables.com,,,,,Coral Gables,arts_culture,Apartment Rentals,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
gusmanncerthall,Gusman Concert Hall,,,,1314 Miller Road,25.71965,-80.2795082,33146,University of Miami Area,arts_culture,theatre,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
hbenitezfineartgallery,H Benitez Fine Art Gallery Inc.,Ms. Lissette Benitez,(786) 877-1045,humbertobenitez.com,,,,,Coral Gables,arts_culture,Artists & Galleries,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
hardrockstadium,Hard Rock Stadium,Mr. Marc Weinroth,(305) 943-6581,hardrockstadium.com,,,,,Coral Gables,arts_culture,Sporting Events & Entertainment,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
jerryhermanringtheatre,Jerry Herman Ring Theatre,,,https://ring-theatre.as.miami.edu/index.html,1312 Miller Road,25.7195927,-80.2801052,33146,University of Miami Area,arts_culture,theatre,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
kaseyacenter,Kaseya Center,Mr. Mark Brown,(786) 777-1000,kaseyacenter.com,,,,,Coral Gables,arts_culture,"Entertainment, Events & Performing Arts",$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
knightcenterformusicinnovation,Knight Center for Music Innovation,,,,5513 San Amaro Drive,25.7180642,-80.281176,33146,University of Miami Area,arts_culture,theatre,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
landmarkatmerrickrk,Landmark at Merrick Park,,,https://www.landmarktheatres.com/miami/the-landmark-at-merrick-park/,,25.7313883,-80.2609066,33146,Bird Road Corridor,arts_culture,cinema,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
legendsmiamihurricanes,Legends  Miami Hurricanes,Ms. Kayla Blake Grimes,,miamihurricanes.com,,,,,Coral Gables,arts_culture,Sporting Events & Entertainment,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
loweartgallery,Lowe Art Gallery,,,,,25.7191949,-80.2758281,33146,University of Miami Area,arts_culture,gallery,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
loweartmuseum,Lowe Art Museum,"Dr. Jill Deupi JD, PHD",(305) 284-3535,lowemuseum.org,,,,,Coral Gables,arts_culture,Museums,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
miamimarlins,Miami Marlins,Mr. Alfredo Mesa,(305) 480-1450,marlins.com,,,,,Coral Gables,arts_culture,Sporting Events & Entertainment,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
miamidadeuntyfairexposition,"MiamiDade County Fair & Exposition, Inc.",Mr. Eduardo F. Cora,(305) 223-7060,fairexpo.com,,,,,Coral Gables,arts_culture,"Entertainment, Events & Performing Arts",$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
orangebowlmmittee,Orange Bowl Committee,Mr. Tyler Heinkel,(305) 341-4700,orangebowl.org,,,,,Coral Gables,arts_culture,Sporting Events & Entertainment,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
ringtheater,Ring Theater,,,,,25.7196266,-80.2800415,33146,University of Miami Area,arts_culture,theatre,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
rivieralive,Rivieralive,,(786) 703-3729,,,25.749961,-80.2441578,33133,Douglas Road Corridor,arts_culture,nightlife,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
seminolehardrockhotelcasinohollywood,Seminole Hard Rock Hotel & Casino Hollywood,Ms. Estefania Diaz Balart,(954) 797-5569,casino.hardrock.com/hollywood,,,,,Coral Gables,arts_culture,"Entertainment, Events & Performing Arts",$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
seraphicfire,Seraphic Fire,Mr. JJ Flores,(305) 285-9060,seraphicfire.org,,,,,Coral Gables,arts_culture,"Entertainment, Events & Performing Arts",$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
siboney,Siboney,,(786) 380-9667,,6051 Southwest 8th Street,25.7635634,-80.2940013,33134,Coral Gables,arts_culture,nightlife,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
sofiaralgablesaluxuryrentalmmunity,"Sofia Coral Gables, a Luxury Rental Community","Ms. Sofia Castillo, CAM",(305) 569-1669,sofiacoralgables.com,,,,,Coral Gables,arts_culture,Apartment Rentals,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
studiohd,Studio HD,Ms. Hollye Davidson,(305) 401-8169,hollyedavidson.com,,,,,Coral Gables,arts_culture,Artists & Galleries,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
teatrotrail,Teatro Trail,,,,,25.7648289,-80.2553774,33133,Coral Gables,arts_culture,theatre,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
theamericasllection,The Americas Collection,Ms. Silvia Ortiz,(305) 446-5578,americascollection.com,,,,,Coral Gables,arts_culture,Artists & Galleries,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
thereserveattheplaza,The Reserve at The Plaza,Ms. Hillary Hutchings,(305) 444-0706,thereserveattheplaza.com,,,,,Coral Gables,arts_culture,Apartment Rentals,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
theresidencesatmerrickrk,The Residences at Merrick Park,Ms. Andrea Landin,(305) 448-0098,residencesatmerrickpark.com,,,,,Coral Gables,arts_culture,Apartment Rentals,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
victoreclarkerecitalhall,Victor E. Clarke Recital Hall,,,,,25.7185887,-80.2802228,33146,University of Miami Area,arts_culture,theatre,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
advanceautorts,Advance Auto Parts,,,https://stores.advanceautoparts.com/fl/west-miami/6520-sw-8th-st,6520 Southwest 8th Street,25.7627693,-80.3023356,33134,Coral Gables,auto_dealer,car_parts,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
audi,Audi,,,,,25.7346679,-80.2592644,33134,Bird Road Corridor,auto_dealer,car,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
autozone,AutoZone,,(305) 267-6747,https://www.autozone.com/locations/fl/west-miami/6010-sw-8th-st.html,6010 Southwest 8th Street,25.7629156,-80.2936201,33134,Coral Gables,auto_dealer,car_parts,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
avis,Avis,,,,6796 Southwest 40th Street,25.732405,-80.3046017,33146,Bird Road Corridor,auto_dealer,car_rental,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
beanautomotivegrouplexusofkendallkendalltoyota,Bean Automotive Group Lexus of Kendall/Kendall Toyota,Mr. Joaquin T. Azar,(786) 345-2612,beanauto.com,,,,,Coral Gables,auto_dealer,"Automobile Dealers  Sales, Service & Parts",$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
bramanhonda,Braman Honda,Mr. Carlos Arana,(305) 216-5751,bramanhonda.com,,,,,Coral Gables,auto_dealer,"Automobile Dealers  Sales, Service & Parts",$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
carreir,Car Repair,,,,,25.7563351,-80.30394,33134,Coral Gables,auto_dealer,car_repair,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
chasemotor,Chase Motor,,(786) 615-6079,https://www.chase-motor.com/,,25.7477239,-80.3038888,33146,Coral Gables,auto_dealer,car,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
deloresllisioncenter,DeColores Collision Center,,,https://decolorescollisioncenter.com/,280 Southwest 22nd Avenue,25.7695147,-80.2310871,33133,Coral Gables,auto_dealer,car_repair,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
elcarwash,El Car Wash,,,,6901 Southwest 40th Street,25.7336694,-80.3071396,33146,Bird Road Corridor,auto_dealer,car_wash,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
ferrari,Ferrari,,,,,25.7346863,-80.2588405,33134,Bird Road Corridor,auto_dealer,car,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
mercantileeurorts,"Mercantile Europarts, Inc.",,(305) 266-0507,http://meuroparts.com,6747 Southwest 8th Street,25.7633339,-80.3048146,33134,Coral Gables,auto_dealer,car_parts,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
mercedesbenzofralgables,MercedesBenz of Coral Gables,Mr. Peter Warwar,(305) 445-8593,mbcoralgables.com,,,,,Coral Gables,auto_dealer,"Automobile Dealers  Sales, Service & Parts",$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
porsche,Porsche,,,,,25.7346718,-80.2590998,33134,Bird Road Corridor,auto_dealer,car,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
rolysautoservice,Roly's Auto Service,,,www.rolysautoservice.com,,25.7477184,-80.303974,33146,Coral Gables,auto_dealer,car_repair,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
