business_name,phone,website,address,lat,lon,postcode,rating,review_count,category_raw,price,source
VCA Knowles Snapper Creek Animal Hospital,(305) 279-2323,https://vcahospitals.com/knowles-snapper-creek?utm_source=maps&utm_medium=organic&utm_campaign=AU_4071,"9933 Sunset Dr, Miami, FL 33173",25.7018209,-80.3543645,33173,4.1,456,Veterinarian,None,apify
Ludlam Dixie Animal Clinic,(305) 662-4202,,"8271 S Dixie Hwy, Miami, FL 33143",25.69333,-80.3015616,33143,4.8,47,Animal hospital,None,apify
The Pet Emergency Room,(305) 666-4142,http://www.svrcflorida.com/,"6394 S Dixie Hwy, South Miami, FL 33143",25.6977763,-80.2969453,33143,3.5,359,Animal hospital,None,apify
Sunset Animal Clinic | Miami FL,(786) 821-0607,http://sunsetvets.com/,"8776 SW 72nd St, Miami, FL 33173",25.7014534,-80.3355971,33173,4.6,225,Veterinarian,None,apify
Red Bird Animal Clinic,(305) 661-6466,http://www.redbirdanimalclinic.com/,"5753 Bird Rd, Miami, FL 33155",25.7347692,-80.2878848,33155,4.8,229,Veterinarian,None,apify
Banfield Pet Hospital,(305) 669-4982,https://www.banfield.com/locations/veterinarians/fl/miami/dad?utm_source=yext&utm_medium=yext&utm_campaign=yext&cid=yext_local,"8302 S Dixie Hwy, Miami, FL 33143",25.6933898,-80.3060862,33143,3.7,197,Veterinarian,None,apify
Alexander At The Park Veterinary Hospital,(919) 484-9900,https://alexanderattheparkvethospital.com/,"2945 S Miami Blvd #125, Durham, NC 27703",35.9247803,-78.8441764,27703,4.7,74,Veterinarian,None,apify
GoDog Research Triangle Park (RTP),(919) 373-3013,https://godoghq.com/research-triangle-park-intro-offer/,"2612 S Miami Blvd Units 101-106, Durham, NC 27703",35.9315001,-78.8440002,27703,4.5,122,Dog day care center,None,apify
Avant-Garde Salon & Spa,(305) 442-8136,https://avantgardesalonandspa.com/,"155 Miracle Mile, Miami, FL 33134",25.7499675,-80.2578541,33134,4.9,1538,Beauty salon,None,apify
Madison Reed Hair Color Bar Coral Gables,(305) 487-8812,https://www.madison-reed.com/colorbar/locations/coralgables,"320 San Lorenzo Ave Spc 1235, Coral Gables, FL 33146",25.7319284,-80.2595853,33146,4.7,345,Hair salon,None,apify
Highlight Salon and Spa,(305) 448-0707,http://highlightcoralgables.com/,"2100 Ponce de Leon Blvd STE 111, Coral Gables, FL 33134",25.753575,-80.259006,33134,5,639,Hair salon,None,apify
Danny Jelaca Salon,(305) 604-9696,https://dannyjelaca.com/,"301 Altara Ave Ste 103, Coral Gables, FL 33146",25.7341354,-80.2619074,33146,4.8,324,Beauty salon,None,apify
MG Hair Studios in Coral Gables. Best Hair Color Salon,(305) 774-7151,https://mghair.miami/,"506 Biltmore Way, Coral Gables, FL 33134",25.748055,-80.265025,33134,5,325,Beauty salon,None,apify
J•Nat Hair Studio,(786) 315-8809,http://jnathairstudio.booksy.com/,"1340 S Dixie Hwy Ste 150, Coral Gables, FL 33146",25.7128702,-80.2783641,33146,5,69,Hair salon,None,apify
Sol & Style Hair and Beauty Salon,(786) 767-1324,http://www.solandstyle.com/,"1731 Ponce de Leon Blvd, Coral Gables, FL 33134",25.756158,-80.2586124,33134,4.8,192,Hair salon,None,apify
La Bella Salon,(305) 444-1412,https://www.labellasalons.com/,"1 Andalusia Ave, Coral Gables, FL 33134",25.7490929,-80.2553932,33134,4.8,238,Beauty salon,None,apify
Conde Hair Salon,(786) 789-2232,https://condehairsalon.com/,"2600 Douglas Rd #104, Coral Gables, FL 33134",25.747722,-80.2547399,33134,4.9,1136,Hair salon,None,apify
A&D Hair Salon,(305) 582-4184,https://www.anthonydavidsalon.com/,"1735 Coral Wy, Coral Gables, FL 33145",25.7510846,-80.2227856,33145,5,102,Hair salon,None,apify
Emiliano Breit Salon & Spa,(786) 899-0923,https://www.emilianobreitsalon.com/,"2603 Ponce de Leon Blvd, Coral Gables, FL 33134",25.7477958,-80.2584063,33134,4.9,377,Hair salon,None,apify
THE MANE GROUP SALON,(305) 284-1095,http://www.tmgsalons.com/,"1430 S Dixie Hwy Ste 106, Coral Gables, FL 33146",25.7096289,-80.2817499,33146,4.9,141,Beauty salon,None,apify
Sola Salons,(786) 858-5764,https://www.solasalonstudios.com/locations/merrick-park?utm_source=gmb&utm_medium=organic,"358 San Lorenzo Ave Unit 3225, Coral Gables, FL 33146",25.7314728,-80.2594438,33146,4.6,30,Beauty salon,None,apify
Bliss Beautique,(786) 254-7844,https://blissbeautique.com/?y_source=1_MTA2NTQxMDY1NC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,"2255 Ponce de Leon Blvd, Coral Gables, FL 33134",25.7515681,-80.2584608,33134,4.9,264,Beauty salon,None,apify
Cosa bella beauty salon and spa,(305) 444-0063,,"928 S Le Jeune Rd, Coral Gables, FL 33134",25.7631463,-80.2634833,33134,4.9,137,Beauty salon,None,apify
Salons by JC Coral Gables on Miracle Mile,(305) 209-9384,https://salonsbyjc.com/location/florida-coral-gables/,"2 Aragon Ave, Coral Gables, FL 33134",25.750482,-80.2557972,33134,4.8,76,Beauty salon,None,apify
88 Salon,(786) 547-3784,,"1430 Madruga Ave Ste 8, Coral Gables, FL 33146",25.7092556,-80.2816531,33146,4.8,26,Beauty salon,None,apify
Muse In the Gables,(305) 446-9696,,"1420 Ponce de Leon Blvd, Coral Gables, FL 33134",25.7584661,-80.2592975,33134,4.8,54,Beauty salon,None,apify
Avalon Salon,(305) 445-2631,http://avalonmiami.com/,"2431 Galiano St, Coral Gables, FL 33134",25.7489563,-80.2564954,33134,4.9,326,Beauty salon,None,apify
Dominican Hair Salon,(786) 973-7755,https://maria-de-oleo.square.site/,"358 San Lorenzo av 3225 coral gables, suite #3, Miami, FL 33146",25.7312138,-80.2603584,33146,4.8,159,Hair salon,None,apify
GreatFlorida Insurance: Mike Carcas,(305) 461-3232,https://coralgables.greatflorida.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing&utm_content=20,"717 Ponce de Leon Blvd Ste 211, Coral Gables, FL 33134",25.7653633,-80.2578323,33134,5,148,Insurance agency,None,apify
Gables Elite Insurance Inc,(305) 448-2887,http://www.gableseliteinsurance.com/,"124 Madeira Ave, Coral Gables, FL 33134",25.755836,-80.2573984,33134,5,80,Home insurance agency,None,apify
Leticia Insurance Agency,(305) 631-2094,http://www.leticiainsuranceagency.com/,"5538 SW 8th St, Coral Gables, FL 33134",25.7634208,-80.2846463,33134,4.8,50,Insurance broker,None,apify
GreatFlorida Insurance: Ana Patricia Arguello,(786) 409-2211,https://miami.greatflorida.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing&utm_content=139,"1390 S Dixie Hwy Suite 2202, Coral Gables, FL 33146",25.7113982,-80.279535,33146,5,37,Insurance agency,None,apify
Del Toro Insurance,(305) 698-0899,https://www.deltoroinsurance.com/florida-insurance-agency-coral-gables/,"1418 Ponce de Leon Blvd, Coral Gables, FL 33134",25.7585234,-80.2592042,33134,4.6,34,Insurance agency,None,apify
We Insure Coral Gables - Rick Leal,(305) 921-4057,https://weinsuregroup.com/agent/coral-gables-rick-leal,"2600 Douglas Rd #905, Coral Gables, FL 33134",25.747899,-80.254725,33134,4.7,23,Insurance agency,None,apify
"Sunstate Insurance Group, Inc.",(305) 446-2112,,"3075 SW 38th Ct Ste a, Coral Gables, FL 33146",25.7336197,-80.2567465,33146,5,6,Insurance agency,None,apify
Elite Insurance Connection,(305) 733-4047,https://www.eliteinsuranceconnection.com/,"5545 SW 8th St #204, Coral Gables, FL 33134",25.763902,-80.285029,33134,5,8,Insurance agency,None,apify
Alex Blanco: Allstate Insurance,(305) 895-2333,https://agents.allstate.com/alex-blanco-coral-gables-fl.html?utm_source=GMB&utm_medium=Website,"708 S Dixie Hwy, Coral Gables, FL 33146",25.7221745,-80.2670078,33146,4.8,31,Insurance agency,None,apify
Golden Gables Insurance,(305) 442-2187,https://www.goldengablesinsuranceagency.com/,"7171 Coral Wy #104, Miami, FL 33155",25.748296,-80.3106066,33155,,,Insurance agency,None,apify
Carlos Martinez - State Farm Insurance Agent,(305) 663-4921,https://www.carmartinez.com/?cmpid=JRLE_blm_0001,"1430 S Dixie Hwy Ste 316a, Coral Gables, FL 33146",25.7098795,-80.2814663,33146,5,100,Insurance agency,None,apify
Sunset Insurance Corporation,(305) 661-2377,https://www.sunsetins.net/,"106 Madeira Ave, Coral Gables, FL 33134",25.7558146,-80.2570265,33134,5,5,Insurance agency,None,apify
Complete Insurance Agency,(305) 667-7717,https://www.completeinsagency.com/,"717 Ponce de Leon Blvd Ste 327, Coral Gables, FL 33134",25.7655856,-80.2578432,33134,5,7,Insurance agency,None,apify
"Brightway Insurance, The Debs Agency",(305) 668-7070,https://www.brightway.com/agencies/FL/Coral-Gables/0044,"6915 Red Rd #209, Coral Gables, FL 33143",25.7049382,-80.2852062,33143,4.9,13,Insurance agency,None,apify
We Insure Miami - Randy Marzullo,(786) 801-3514,http://weinsuregroupmiami.com/,"1550 Madruga Ave #330, Coral Gables, FL 33146",25.7077085,-80.2832772,33146,4.6,34,Insurance agency,None,apify
wyn insurance,(305) 521-9082,https://wyninsurance.com/,"2332 Galiano St 2nd floor, Coral Gables, FL 33134",25.7503404,-80.2570322,33134,4.7,12,Insurance agency,None,apify
WeDo Insurance & Taxes,(305) 432-3966,https://www.wedoinsuranceandtaxes.com/,"801 Madrid St #201, Coral Gables, FL 33134",25.7635841,-80.282013,33134,5,254,Insurance agency,None,apify
RRJ Insurance Services of Florida,(305) 614-0055,https://www.rrj-insurance.com/,"2355 Salzedo St Ste 306, Coral Gables, FL 33134",25.7498081,-80.2605636,33134,,,Insurance agency,None,apify
DFI INSURANCE COMPANY,(305) 665-1903,http://getmydfi.com/,"1430 S Dixie Hwy Ste 307, Coral Gables, FL 33146",25.7097105,-80.2819801,33146,4.8,367,Home insurance agency,None,apify
Perez Family Insurance,(786) 981-3730,https://perezfamilyinsurance.com/,"95 Merrick Wy Fl 3, Coral Gables, FL 33134",25.7516099,-80.256572,33134,,,Health insurance agency,None,apify
Paramount Tax & Accounting Coral Gables,(786) 788-7877,https://paramount.tax/coral-gables,"150 Alhambra Cir Office 1034, Coral Gables, FL 33134",25.7518796,-80.25805,33134,5,5,Tax preparation,None,apify
"A&G - CPA Firm Coral Gables, FL",(786) 838-7062,http://www.agcpafirm.com/,"1200 Anastasia Ave #412, Coral Gables, FL 33134",25.7410259,-80.2772445,33134,4.9,38,Certified public accountant,None,apify
Monahan Mijares CPA,(305) 407-1440,https://monahanmijares.com/,"75 Valencia Ave Ste 703, Coral Gables, FL 33134",25.7481417,-80.2559424,33134,5,56,Certified public accountant,None,apify
E. Gomez CPA LLC,(305) 497-0552,https://www.egomezcpa.com/,"4000 Ponce de Leon Blvd Ste 470, Coral Gables, FL 33146",25.7340275,-80.2590105,33146,4.7,38,Certified public accountant,None,apify
Accountor CPA Accounting Bookkeeping and Tax Experts,(888) 437-9540,https://accountor.cpa/near-me/florida-fl/accounting-and-bookkeeping-in-coral-gables/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business_usa_coral_gables,"3081 Salzedo St Ste 202-J3, Coral Gables, FL 33134",25.7441852,-80.2602817,33134,5,46,Bookkeeping service,None,apify
Heyer Accounting & Tax,(786) 693-9358,https://heyerinc.com/,"3150 SW 38th Ave #1301, Coral Gables, FL 33146",25.732505,-80.256129,33146,4.9,148,Accounting firm,None,apify
RSC CPA Solutions,(305) 330-6141,https://www.rsccpasolutions.com/,"2525 Ponce de Leon Blvd 7th floor, Coral Gables, FL 33134",25.7484691,-80.2581627,33134,5,2,Certified public accountant,None,apify
BPA Accounting Services Inc,(305) 448-0542,http://bpaaccounting.com/,"2030 Douglas Rd Ste 119, Coral Gables, FL 33134",25.7536847,-80.2552493,33134,5,46,Accountant,None,apify
Miyares Group,(305) 640-8521,https://miyaresgroup.com/,"2100 Ponce de Leon Blvd #940, Coral Gables, FL 33134",25.7533226,-80.2590953,33134,4.9,50,Certified public accountant,None,apify
"Antonio Perez CPA, P.A.",(786) 478-7715,https://www.antoniocpa.com/,"2332 Galiano St 2nd floor, Coral Gables, FL 33134",25.7503404,-80.2570322,33134,5,10,Certified public accountant,None,apify
"George, Cintron & Co. CPA",(305) 394-6799,https://gctaxcpa.com/?utm_source=omg-gbp&utm_medium=webclick,"2525 Ponce de Leon Blvd Suit 300, Coral Gables, FL 33134",25.7484691,-80.2581627,33134,5,26,Accounting firm,None,apify
"Gables Tax Planning Group, LLC",(888) 477-0108,https://www.gablestaxplanninggroup.com/?utm_source=google&utm_medium=google_business_profile&utm_campaign=website_click,"1825 Ponce de Leon Blvd #526, Coral Gables, FL 33134",25.755435,-80.258605,33134,5,33,Accounting firm,None,apify
HS ACCOUNTING,(786) 334-4209,https://hs-accounting.com/,"2100 Coral Wy Ste 200-5, Coral Gables, FL 33145",25.7503946,-80.2284612,33145,5,7,Accountant,None,apify
"OTERO CPA, LLC",(786) 557-2342,http://www.oterocpa.com/,"1607 Ponce de Leon Blvd Ste 109, Coral Gables, FL 33134",25.7569256,-80.2586812,33134,5,46,Accounting firm,None,apify
"De La Hoz, Pérez & Barbeito, PLLC",(305) 448-5585,http://www.dpbcpa.com/,"2800 Ponce de Leon Blvd Ste 1020, Coral Gables, FL 33134",25.7459109,-80.259103,33134,4.8,16,Certified public accountant,None,apify
ACBOTAX CORP,(786) 376-8353,http://www.acbotax.com/,"1550 Madruga Ave Ste 210, Coral Gables, FL 33146",25.7077475,-80.2833632,33146,5,6,Accounting firm,None,apify
LensCrafters,(786) 526-5053,https://local.lenscrafters.com/fl/coral-gables/358-san-lorenzo-avenue.html?cid=yext_E896&y_source=1_MTc0MzI4MzYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"Second Floor, 358 San Lorenzo Ave Spc 2305, Coral Gables, FL 33146",25.7313365,-80.2601406,33146,4.9,1537,Optometrist,None,apify
Coral Gables Eye Care Center,(305) 444-8331,https://clarineyecare.com/coral-gables-eye-doctor/,"58 Miracle Mile, Coral Gables, FL 33134",25.749479,-80.2558784,33134,4.8,88,Optometrist,None,apify
Blinking Owl Eyecare,(786) 526-5054,https://local.lenscrafters.com/eyedoctors/fl/coral-gables/358-san-lorenzo-avenue.html?cid=yext_odLCODE896-110000910&y_source=1_Mjc5NDc5NzEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"Second Floor, 358 San Lorenzo Ave Spc 2305, Coral Gables, FL 33146",25.7313365,-80.2601406,33146,4.8,554,Optometrist,None,apify
Envision Optique,(305) 444-9600,https://www.envisionoptique.com/,"2726 Ponce de Leon Blvd, Coral Gables, FL 33134",25.746673,-80.258879,33134,4.8,369,Optometrist,None,apify
Vision Unlimited at Sunset,(305) 662-2990,https://www.visionunlimited.com/,"1555 Sunset Dr, Coral Gables, FL 33143",25.7047482,-80.2844848,33143,3.9,133,Optometrist,None,apify
Eyeglass Place Inc,(305) 669-3890,,"430 S Dixie Hwy, Coral Gables, FL 33146",25.7253574,-80.2627232,33146,5,7,Optician,None,apify
Visionworks Miracle Marketplace,(305) 443-7276,https://locations.visionworks.com/ll/US/FL/Miami/3301-Coral-Way?utm_medium=organic&utm_source=gbp&utm_campaign=website&utm_content=sl&utm_term=340,"3301 Coral Wy suite 102-A, Miami, FL 33145",25.7504,-80.249026,33145,4.6,355,Optometrist,None,apify
For Eyes,(305) 441-1717,https://locations.foreyes.com/fl/miami/3542-coral-way.html?y_source=1_NjM2NzY5MDktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"3542 Coral Wy Ste 44, Miami, FL 33145",25.7497348,-80.2516691,33145,4.7,479,Optometrist,None,apify
Chrycy Eye Group,(305) 443-3783,https://www.chrycyeyecare.com/,"1661 SW 37th Ave Ste 102, Miami, FL 33145",25.7555902,-80.2545433,33145,4,63,Optometrist,None,apify
Bascom Palmer Eye Institute The Lennar Foundation Medical Center,(305) 689-5555,http://bascompalmer.org/,"The Lennar Foundation, Medical Center, 5555 Ponce de Leon Blvd 3rd floor, Coral Gables, FL 33146",25.7135474,-80.279942,33146,2.6,55,Optometrist,None,apify
Dr. Jorge R Garcia OD PA,(305) 443-6660,http://www.jorgergarciaodpa.com/,"3301 Coral Wy suite 102-A, Miami, FL 33145",25.75019,-80.2490555,33145,5,1226,Optometrist,None,apify
"Maria Gonzalez, OD",(305) 854-0736,,"2256 Coral Wy, Coral Gables, FL 33145",25.7503225,-80.2314085,33145,5,9,Optometrist,None,apify
Coral Eyes,(305) 854-2388,http://coral-eyes.com/,"1353 Coral Wy, Miami, FL 33145",25.7511894,-80.2175224,33145,4.8,473,Optometrist,None,apify
Venus Optical Boutique,(305) 961-1060,http://www.venuseyewear.com/,"147 Alhambra Cir Ste 222, Coral Gables, FL 33134",25.7526398,-80.2581721,33134,5,71,Eye care center,None,apify
Maria Martinez,,,"2550 Douglas Rd, Coral Gables, FL 33134",25.7482825,-80.2547877,33134,4.8,29,Optometrist,None,apify
Loly's Optical,(305) 446-8220,http://www.lolysoptical.com/,"3727 SW 8th St #103, Coral Gables, FL 33134",25.7648792,-80.2559349,33134,3.9,47,Optometrist,None,apify
The Eye Project,(305) 910-6892,https://theeyeproject.com/,"2030 Douglas Rd Ste 120, Coral Gables, FL 33134",25.7539404,-80.255384,33134,5,22,Optician,None,apify
Aran Eye Associates - Miami,(305) 442-2020,https://www.araneye.com/,"2550 Douglas Rd Ste 200, Coral Gables, FL 33134",25.7482825,-80.2547877,33134,4.7,383,Eye care center,None,apify
"Yaritza Flores, OD",(305) 443-7070,http://www.beraja.com/,"2550 Douglas Rd, Coral Gables, FL 33134",25.7482825,-80.2547877,33134,4.9,15,Optometrist,None,apify
Schneider Eye Center,(305) 662-9300,http://www.schneidereyecenter.com/,"7450 SW 57th Ave, Miami, FL 33143",25.7018127,-80.2855949,33143,5,963,Optometrist,None,apify
Flowers At The Gables,(305) 713-5669,https://shopflowersatthegables.com/,"3737 Peacock Ave, Coral Gables, FL 33146",25.7343341,-80.2545344,33146,4.6,22,Florist,None,apify
Flower Dream Miami,(714) 732-2273,https://www.flowerdreammiami.com/,"1700 Galiano St, Coral Gables, FL 33134",25.7564876,-80.2571024,33134,5,37,Flower designer,None,apify
Belle Fleur,(305) 444-0883,http://www.bfleur.com/,"333 Alcazar Ave, Coral Gables, FL 33134",25.7530329,-80.261569,33134,4.6,42,Florist,None,apify
Mercy's Flowers,(305) 264-5053,https://www.mercysflowers.net/,"5500 W Flagler St, Coral Gables, FL 33134",25.7707032,-80.284135,33134,4.3,136,Florist,None,apify
Coral Gables Florist Designed by Rick,(305) 663-0272,https://www.coralgablesflorist.com/,None,25.7631506,-80.254069,None,4.9,34,Florist,None,apify
Chateau Bloom,(786) 224-4845,https://www.chateau-bloom.com/,"3011 Ponce de Leon Blvd, Miami, FL 33134",25.7444008,-80.2582527,33134,4.9,53,Florist,None,apify
Trias Flowers & Gifts,(305) 749-0316,https://www.triasflowers.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,"6520 SW 40th St, Miami, FL 33155",25.7331657,-80.3014529,33155,4.7,1401,Florist,None,apify
MR Fresh Orchids,(786) 356-9377,https://mrfreshorchids.com/,"227 Aragon Ave, Coral Gables, FL 33134",25.7506053,-80.2593458,33134,4.9,130,Florist,None,apify
Fleur Estivale Design Studio,,https://www.instagram.com/fleurestivale.studio?igsh=NDkzczZ1YTk5NHBz,None,25.960485,-80.2072559,None,5,12,Florist,None,apify
Dream Toy Flowers,(305) 842-0150,https://dreamtoyflowers.com/,None,25.910958,-80.2687279,None,5,4,Florist,None,apify
Bloom 7,(305) 697-1335,https://bloom7studio.com/,None,26.1915505,-80.1750965,None,5,23,Florist,None,apify
Floralinea,(786) 534-8661,https://floralinea.com/,"3705 Grand Ave, Miami, FL 33133",25.7279203,-80.2538271,33133,4.7,47,Florist,None,apify
Primavera Florist Pedro,(305) 447-4660,,"5510 W Flagler St, Coral Gables, FL 33134",25.7707602,-80.2847228,33134,4.4,7,Florist,None,apify
love and memory florist,(305) 315-6505,https://loveandmemoryflorist.com/,None,25.782414,-80.2253934,None,5,8,Flower designer,None,apify
Cerezos Flowers,(786) 326-4412,https://flowerdeliverymiami.com/,"1721 SW 32nd Ave, Miami, FL 33145",25.7551529,-80.2465503,33145,4.7,189,Florist,None,apify
Garden Gate Orchid Arrangements,(305) 930-5761,https://gardengateorchids.co/,"2032 Red Rd, Miami, FL 33155",25.7516128,-80.2875679,33155,5,86,Florist,None,apify
Gather & Bloom | Floral Design House,(305) 640-8657,https://yourbouquetdealer.com/,None,25.7311845,-80.2702059,None,4.8,78,Florist,None,apify
More Than Flowers,(786) 587-6195,https://morethanflowersmiami.com/,"1741 Coral Wy, Miami, FL 33145",25.7510623,-80.2229147,33145,4.4,124,Florist,None,apify
JJ Orchids,(786) 294-8210,https://www.instagram.com/jjorchids/,"3140 McDonald St, Miami, FL 33133",25.7328838,-80.24605,33133,4.9,99,Florist,None,apify
